time,X_value,Y_value,Z_value
Started:,Oct 14 2017,16:09:29:362, 
5.6219,2.64130,-8.22632,160.34569
5.6298,2.65079,-8.23062,160.29762
5.6387,2.65616,-8.22574,160.25653
5.6491,2.66715,-8.21316,160.24525
5.6611,2.68815,-8.18886,160.21582
5.6687,2.70871,-8.17477,160.19135
5.6857,2.71166,-8.17961,160.19841
5.6892,2.71814,-8.19958,160.19547
5.6993,2.73117,-8.22120,160.15468
5.7082,2.73903,-8.23403,160.14584
5.7178,2.74514,-8.24263,160.14342
5.7289,2.75063,-8.25074,160.14775
5.7381,2.74496,-8.27058,160.15219
5.7479,2.73199,-8.29493,160.18889
5.7586,2.72831,-8.32011,160.19623
5.7688,2.73164,-8.33926,160.22348
5.7778,2.74811,-8.34907,160.23064
5.7887,2.77019,-8.34995,160.22723
5.8015,2.78881,-8.34679,160.21989
5.8067,2.80885,-8.34469,160.15196
5.8169,2.81905,-8.34946,160.12280
5.8257,2.81262,-8.36814,160.02802
5.8358,2.79443,-8.38498,160.02451
5.8468,2.78242,-8.38852,159.97456
5.8563,2.78223,-8.37273,159.98512
5.8681,2.78915,-8.35161,160.01472
5.8762,2.78643,-8.33819,160.04181
5.8862,2.77659,-8.33625,160.10342
5.8969,2.76360,-8.33931,160.15790
5.9059,2.75398,-8.34546,160.26822
5.9169,2.74739,-8.35460,160.28287
5.9323,2.74045,-8.36232,160.31345
5.9350,2.73555,-8.36947,160.32378
5.9447,2.73582,-8.37503,160.23067
5.9542,2.73805,-8.38796,160.19781
5.9655,2.74344,-8.40177,160.02686
5.9759,2.75498,-8.40695,159.96429
5.9855,2.77050,-8.40958,159.98282
5.9956,2.78193,-8.41102,159.92754
6.0055,2.78735,-8.41579,159.82498
6.0155,2.78384,-8.42352,159.82753
6.0256,2.77679,-8.43582,159.78714
6.0459,2.76228,-8.45369,159.86214
6.0499,2.75814,-8.45793,159.87373
6.0743,2.76656,-8.45677,159.87045
6.0747,2.77684,-8.45714,159.82266
6.0800,2.78268,-8.45794,159.79445
6.0898,2.78634,-8.46355,159.76785
