time,X_value,Y_value,Z_value
Started:,Oct 14 2017,16:09:29:362, 
4.0079,0.03117,-0.00595,0.10087
4.0164,-0.02256,-0.04146,0.02842
4.0260,-0.03345,-0.01270,0.06109
4.0358,-0.01861,-0.05356,0.09785
4.0459,0.02917,-0.01826,0.09859
4.0557,0.00810,0.00904,-0.00194
4.0673,-0.00589,-0.02793,-0.05578
4.0771,0.00785,-0.01218,-0.10193
4.0876,-0.01161,-0.02028,-0.15681
4.0969,0.00661,-0.02279,-0.14460
4.1109,-0.00640,-0.03692,-0.04511
4.1165,-0.01622,-0.03110,0.02648
4.1298,-0.03506,-0.02765,0.08027
4.1354,-0.04147,-0.06210,0.12365
4.1444,-0.00048,-0.02826,0.12607
4.1553,0.04910,-0.01226,0.08406
4.1644,0.01770,-0.02528,0.05209
4.1746,0.01808,0.00687,-0.04995
4.1851,0.01856,-0.00608,-0.05111
4.1950,-0.05191,-0.01861,-0.02413
4.2054,-0.02712,-0.03618,-0.00946
4.2153,0.01496,0.00550,-0.04212
4.2254,-0.00844,0.00400,-0.09091
4.2392,0.03095,-0.00599,-0.11071
4.2454,0.02165,0.00166,-0.01916
4.2739,-0.01526,-0.02088,0.10388
4.2744,0.01162,-0.02062,0.13513
4.2749,0.02498,0.02801,0.06918
4.2835,-0.01669,0.00440,0.00908
4.2938,-0.04072,0.00778,-0.04989
4.3035,0.03327,0.03089,-0.02959
4.3130,0.00882,-0.01679,0.00413
4.3238,0.00242,-0.04194,0.10085
4.3340,-0.00815,-0.05043,0.08752
4.3438,-0.00166,-0.04489,-0.01305
4.3593,-0.00845,-0.04247,-0.03592
4.3700,0.02398,0.01412,-0.04223
4.4004,0.02494,0.03689,-0.08857
4.4005,0.01503,0.01720,-0.13412
4.4006,0.01991,-0.01069,-0.06316
4.4065,-0.04606,-0.01908,-0.01030
4.4163,-0.00928,-0.05544,0.03446
4.4267,-0.02567,-0.05850,0.01488
4.4368,-0.02827,-0.05710,0.10436
4.4479,-0.02324,-0.04646,0.10481
4.4581,-0.01819,-0.05094,0.05356
4.4677,-0.01887,-0.02734,0.07612
4.4775,-0.00951,-0.04440,0.05616
4.4873,0.01623,-0.00646,0.01982
4.4972,-0.00996,0.01887,0.05495
4.5222,-0.02786,0.01339,-0.00260
4.5226,0.01097,0.02710,0.03522
4.5272,0.04349,0.04752,0.05589
4.5374,0.07779,0.06645,0.01709
4.5455,0.05315,0.04940,-0.04663
4.5551,-0.02046,0.04751,-0.13542
4.5661,-0.01044,0.00147,-0.04297
4.5760,-0.03382,-0.04106,0.01687
4.5858,-0.02893,-0.06398,0.08729
4.5955,-0.00531,-0.08936,0.13540
4.6059,-0.00045,-0.08657,0.08143
4.6154,-0.00210,-0.07931,0.01887
4.6261,0.02500,-0.05790,-0.08052
4.6354,-0.00061,-0.03150,-0.13347
4.6614,-0.02389,-0.03124,-0.10516
4.6615,-0.02325,-0.02129,-0.12233
4.6641,0.01233,0.00541,-0.07527
4.6739,-0.01150,-0.03938,-0.10692
4.6835,-0.02738,-0.03359,0.04827
4.6937,-0.03726,-0.03529,0.09478
4.7037,0.00926,-0.01573,0.13596
4.7145,0.01372,0.01697,0.13359
4.7241,-0.00397,0.00356,0.09137
4.7344,0.00424,0.04438,-0.00451
4.7441,0.05120,0.04206,-0.05349
4.7541,0.04855,0.03842,-0.09506
4.7687,0.02112,0.03563,-0.12651
4.7744,-0.00334,-0.00634,0.06216
4.7839,-0.00333,-0.02162,0.11044
4.7980,-0.04193,-0.02835,0.08631
4.8071,-0.00078,-0.00083,0.05446
4.8182,-0.00838,0.02075,-0.03386
4.8281,-0.01562,0.02067,-0.14635
4.8388,0.04304,0.05969,-0.24290
4.8492,0.05124,-0.00026,-0.08769
4.8591,0.02433,-0.02330,-0.03682
4.8683,0.01513,-0.07213,0.07478
4.8802,-0.00377,-0.05237,0.14431
4.8876,-0.01244,-0.07605,0.04282
4.9073,-0.02600,-0.02657,-0.09233
4.9076,0.00289,-0.02373,-0.09543
4.9164,-0.04191,-0.01033,-0.01826
4.9258,-0.02458,-0.00896,0.06670
4.9355,0.03718,0.00829,0.09161
4.9464,-0.02091,0.00481,0.10174
4.9565,0.05272,-0.03435,-0.01297
4.9669,-0.02381,-0.00442,-0.03627
4.9772,-0.04490,-0.05457,-0.03499
4.9856,-0.00924,-0.04674,0.01241
4.9950,-0.05949,-0.02798,-0.00141
