id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise,angle
385,12.300183,9.565968,0.020456,0.000422,1.000000,5,0.020446,0.000447,30.677275,0.526733,8.110301
386,17.050520,9.447442,0.025610,0.000046,1.000000,10,0.025654,0.000143,15.351138,0.248123,10.980164
387,15.740041,9.410706,0.025895,0.000094,1.000000,9,0.025895,0.000247,18.220102,0.790466,9.958311
388,14.602098,9.418674,0.024325,0.000158,1.000000,8,0.024311,0.000333,22.027716,0.759133,9.138302
381,36.722740,9.363205,0.021883,0.000003,1.000000,31,0.021872,0.000035,11.514856,0.351731,17.079365
385,13.119533,9.528582,0.020451,0.000228,1.000000,6,0.020421,0.000346,28.977577,0.515221,8.434924
386,17.976673,9.437225,0.025620,0.000035,1.000000,11,0.025647,0.000123,14.535625,0.257707,11.452849
387,16.638136,9.395287,0.025895,0.000069,1.000000,10,0.025893,0.000211,17.309580,0.773391,10.359524
388,15.476233,9.397814,0.024320,0.000109,1.000000,9,0.024228,0.000276,20.977037,0.750889,9.492620
385,13.975307,9.500745,0.020440,0.000141,1.000000,7,0.020443,0.000274,27.282766,0.511766,8.785517
386,18.910748,9.428751,0.025626,0.000027,1.000000,12,0.025646,0.000108,13.819550,0.281052,11.919921
387,17.548050,9.382603,0.025895,0.000052,1.000000,11,0.025932,0.000182,16.424685,0.766154,10.781258
388,16.367357,9.380993,0.024295,0.000079,1.000000,10,0.024235,0.000233,19.934555,0.761722,9.861858
390,10.000000,10.000000,0.026826,0.027778,1.000000,0,0.027432,0.064516,34.538063,0.749478,6.287676
391,10.000000,10.000000,0.026574,0.027778,1.000000,0,0.027803,1.012121,35.474216,1.011920,6.185555
385,14.855554,9.479300,0.020441,0.000095,1.000000,8,0.020485,0.000223,25.725012,0.521703,9.143996
386,19.851152,9.421599,0.025630,0.000022,1.000000,13,0.025642,0.000096,13.184817,0.307081,12.381877
387,18.467686,9.372120,0.025903,0.000041,1.000000,12,0.025964,0.000160,15.646048,0.767743,11.197644
388,17.271528,9.367201,0.024280,0.000059,1.000000,11,0.024241,0.000201,19.015810,0.773251,10.225638
389,10.000000,10.000000,0.023367,0.027778,1.000000,0,0.024035,0.046474,39.351006,0.087465,6.231944
390,10.073244,9.944193,0.026929,0.023032,1.000000,1,0.027488,0.004852,29.901997,0.758182,6.801795
391,9.881679,10.302268,0.026584,0.027569,1.000000,1,0.027776,0.008504,30.986500,1.007590,6.664344
392,10.000000,10.000000,0.025852,0.027778,1.000000,0,0.026100,0.122613,36.913063,1.024981,6.265911
385,15.753479,9.462392,0.020454,0.000067,1.000000,9,0.020498,0.000187,24.388544,0.540163,9.497304
386,20.796926,9.415555,0.025632,0.000018,1.000000,14,0.025693,0.000086,12.561645,0.338044,12.865577
387,19.394833,9.363179,0.025915,0.000033,1.000000,13,0.026005,0.000141,14.923361,0.775697,11.622409
388,18.186106,9.355789,0.024272,0.000046,1.000000,12,0.024326,0.000176,18.090822,0.789291,10.609941
389,10.106760,9.927096,0.023515,0.021603,1.000000,1,0.024013,0.004051,34.522221,0.164763,6.694102
390,10.352706,9.830045,0.027256,0.009570,1.000000,2,0.027425,0.001855,26.657759,0.777470,7.287976
391,10.106106,10.186579,0.027193,0.013488,1.000000,2,0.027794,0.002588,27.469603,1.014870,7.148398
392,10.006800,9.993317,0.025875,0.025176,1.000000,1,0.026139,0.005949,32.320042,1.021353,6.737793
385,16.664667,9.448754,0.020465,0.000050,1.000000,10,0.020443,0.000161,23.412790,0.561515,9.810124
386,21.747118,9.410357,0.025643,0.000015,1.000000,15,0.025650,0.000077,12.060042,0.357498,13.324689
387,20.328650,9.355650,0.025932,0.000027,1.000000,14,0.025964,0.000127,14.378195,0.784294,12.007284
388,19.108952,9.346152,0.024283,0.000037,1.000000,13,0.024292,0.000155,17.356150,0.791304,10.977821
389,10.402486,9.812372,0.023816,0.008557,1.000000,2,0.023938,0.001505,30.830202,0.211380,7.154976
390,10.803052,9.720758,0.027369,0.003180,1.000000,3,0.027314,0.001021,24.165998,0.790028,7.765295
391,10.483767,10.064680,0.027574,0.004917,1.000000,3,0.027684,0.001314,24.871746,1.007290,7.617261
392,10.264233,9.879774,0.026023,0.011051,1.000000,2,0.025951,0.002251,29.411451,1.024335,7.151852
385,17.585743,9.437484,0.020460,0.000038,1.000000,11,0.020446,0.000141,22.436867,0.560783,10.129267
386,22.701191,9.405872,0.025644,0.000012,1.000000,16,0.025649,0.000070,11.608260,0.363704,13.763070
387,21.267492,9.349050,0.025937,0.000022,1.000000,15,0.025954,0.000115,13.878519,0.777054,12.378409
388,20.038956,9.338019,0.024284,0.000030,1.000000,14,0.024300,0.000140,16.708736,0.783314,11.322370
389,10.876476,9.705761,0.023900,0.002675,1.000000,3,0.023942,0.000832,27.886683,0.233117,7.600847
390,11.426215,9.638018,0.027333,0.001080,1.000000,4,0.027320,0.000670,22.068014,0.777172,8.235333
391,11.035531,9.963739,0.027647,0.001656,1.000000,4,0.027659,0.000837,22.790283,0.983257,8.063766
392,10.684721,9.766735,0.025976,0.003869,1.000000,3,0.025935,0.001217,26.802685,0.998416,7.575480
385,18.514954,9.428150,0.020457,0.000030,1.000000,12,0.020427,0.000125,21.576324,0.561777,10.446177
386,23.658329,9.401910,0.025644,0.000011,1.000000,17,0.025685,0.000064,11.143394,0.368987,14.236744
387,22.211042,9.343423,0.025940,0.000019,1.000000,16,0.025899,0.000106,13.456388,0.771620,12.738443
388,20.974794,9.331114,0.024287,0.000025,1.000000,15,0.024315,0.000126,16.080315,0.772259,11.683492
389,11.526525,9.628120,0.023928,0.000873,1.000000,4,0.023976,0.000530,25.302111,0.250925,8.073144
390,12.170180,9.581654,0.027325,0.000467,1.000000,5,0.027303,0.000478,20.308664,0.765743,8.713164
391,11.728992,9.892365,0.027654,0.000668,1.000000,5,0.027668,0.000582,20.933990,0.958875,8.534521
392,11.276764,9.677612,0.025949,0.001339,1.000000,4,0.025899,0.000776,24.631115,0.975266,8.005020
385,19.450478,9.420155,0.020451,0.000024,1.000000,13,0.020466,0.000111,20.645174,0.551228,10.794623
386,24.618544,9.398515,0.025650,0.000009,1.000000,18,0.025723,0.000059,10.728608,0.368663,14.700804
387,23.158340,9.338464,0.025934,0.000016,1.000000,17,0.025980,0.000097,12.927636,0.757674,13.158537
388,21.915300,9.325044,0.024292,0.000021,1.000000,16,0.024345,0.000115,15.516314,0.756604,12.034529
389,12.294791,9.576975,0.023956,0.000369,1.000000,5,0.024017,0.000375,23.174450,0.258991,8.542019
390,12.981295,9.542067,0.027315,0.000250,1.000000,6,0.027295,0.000363,18.825850,0.745036,9.188067
391,12.507788,9.842536,0.027661,0.000336,1.000000,6,0.027701,0.000436,19.371830,0.929154,9.001216
392,11.997066,9.615620,0.025920,0.000568,1.000000,5,0.025973,0.000540,22.590984,0.940134,8.464191
385,20.391651,9.413351,0.020454,0.000020,1.000000,14,0.020467,0.000100,19.875950,0.533988,11.124367
386,25.580982,9.395437,0.025660,0.000008,1.000000,19,0.025731,0.000055,10.361046,0.359210,15.157036
387,24.109039,9.334091,0.025940,0.000014,1.000000,18,0.025998,0.000089,12.496839,0.736169,13.553503
388,22.859858,9.319720,0.024300,0.000018,1.000000,17,0.024347,0.000105,15.008660,0.732743,12.384317
389,13.126232,9.541781,0.023985,0.000195,1.000000,6,0.024029,0.000283,21.412642,0.249848,9.007387
390,13.831779,9.512854,0.027307,0.000152,1.000000,7,0.027247,0.000288,17.601877,0.714058,9.653856
391,13.335738,9.806157,0.027678,0.000197,1.000000,7,0.027655,0.000343,18.126648,0.889017,9.451354
392,12.792544,9.572162,0.025945,0.000295,1.000000,6,0.025984,0.000405,20.965919,0.896848,8.908743
385,21.337591,9.407526,0.020456,0.000017,1.000000,15,0.020439,0.000090,19.226305,0.513668,11.438546
386,26.545338,9.392603,0.025669,0.000007,1.000000,20,0.025718,0.000051,10.041250,0.349019,15.597754
387,25.062428,9.330112,0.025948,0.000012,1.000000,19,0.025952,0.000083,12.160713,0.713922,13.915074
388,23.808084,9.315054,0.024306,0.000015,1.000000,18,0.024348,0.000097,14.549285,0.709895,12.727948
389,13.993648,9.515991,0.024002,0.000119,1.000000,7,0.024012,0.000224,19.971886,0.238371,9.459613
390,14.707939,9.490387,0.027287,0.000101,1.000000,8,0.027202,0.000236,16.548956,0.682606,10.115361
391,14.194775,9.778422,0.027670,0.000128,1.000000,8,0.027628,0.000279,17.037348,0.850338,9.901074
392,13.632047,9.540215,0.025961,0.000177,1.000000,7,0.025938,0.000321,19.678257,0.854777,9.331203
385,22.287481,9.402458,0.020453,0.000014,1.000000,16,0.020454,0.000082,18.550892,0.499223,11.771797
386,27.512039,9.390203,0.025675,0.000006,1.000000,21,0.025748,0.000047,9.709250,0.340346,16.064726
387,26.018883,9.326717,0.025948,0.000010,1.000000,20,0.025929,0.000077,11.830832,0.695884,14.284071
388,24.759462,9.310927,0.024312,0.000013,1.000000,19,0.024347,0.000090,14.119738,0.687958,13.073228
389,14.884350,9.496331,0.024005,0.000079,1.000000,8,0.024058,0.000181,18.600039,0.229779,9.938779
390,15.602352,9.472647,0.027262,0.000072,1.000000,9,0.027226,0.000197,15.541768,0.656683,10.600122
391,15.075423,9.756648,0.027657,0.000089,1.000000,9,0.027660,0.000232,16.006721,0.815922,10.371089
392,14.499810,9.515775,0.025953,0.000116,1.000000,8,0.025958,0.000261,18.457321,0.820202,9.773498
385,23.240757,9.397993,0.020453,0.000012,1.000000,17,0.020419,0.000076,18.027233,0.487967,12.073912
386,28.480104,9.387928,0.025683,0.000005,1.000000,22,0.025717,0.000044,9.445795,0.333655,16.494934
387,26.977615,9.323669,0.025946,0.000009,1.000000,21,0.025852,0.000072,11.575371,0.681570,14.620535
388,25.713779,9.307306,0.024316,0.000011,1.000000,20,0.024348,0.000084,13.716422,0.669055,13.419226
389,15.791594,9.480871,0.024021,0.000055,1.000000,9,0.024081,0.000151,17.444859,0.224869,10.408622
390,16.510574,9.458357,0.027253,0.000053,1.000000,10,0.027232,0.000168,14.686152,0.636095,11.074182
391,15.972225,9.739203,0.027658,0.000065,1.000000,10,0.027648,0.000198,15.158280,0.787449,10.822787
392,15.387591,9.496559,0.025955,0.000081,1.000000,9,0.025968,0.000218,17.414185,0.791789,10.207708
385,24.197239,9.394149,0.020449,0.000010,1.000000,18,0.020427,0.000070,17.458656,0.477425,12.400905
386,29.449783,9.385887,0.025687,0.000005,1.000000,23,0.025687,0.000041,9.197978,0.325851,16.926390
387,27.938141,9.320839,0.025936,0.000008,1.000000,22,0.025837,0.000068,11.282360,0.667425,14.988502
388,26.670464,9.304034,0.024320,0.000010,1.000000,21,0.024340,0.000078,13.349801,0.648918,13.760891
389,16.711044,9.468388,0.024037,0.000041,1.000000,10,0.024095,0.000128,16.434891,0.217814,10.877893
390,17.429470,9.446639,0.027248,0.000041,1.000000,11,0.027222,0.000146,13.939454,0.616232,11.544363
391,16.881254,9.724899,0.027656,0.000049,1.000000,11,0.027650,0.000171,14.384676,0.759418,11.281132
392,16.290070,9.481044,0.025958,0.000060,1.000000,10,0.025978,0.000186,16.484995,0.765171,10.644280
385,25.156227,9.390698,0.020446,0.000009,1.000000,19,0.020438,0.000065,16.935223,0.473927,12.724018
386,30.421026,9.384078,0.025687,0.000004,1.000000,24,0.025686,0.000039,8.948117,0.319972,17.371830
387,28.900509,9.318271,0.025925,0.000007,1.000000,23,0.025836,0.000064,11.004773,0.658107,15.355340
388,27.629351,9.301087,0.024322,0.000009,1.000000,22,0.024337,0.000073,13.002810,0.629965,14.103060
389,17.640282,9.458291,0.024051,0.000031,1.000000,11,0.024079,0.000111,15.587795,0.213917,11.331419
390,18.356861,9.436872,0.027242,0.000032,1.000000,12,0.027201,0.000128,13.292542,0.602438,12.004127
391,17.800142,9.713054,0.027654,0.000039,1.000000,12,0.027628,0.000150,13.726653,0.736240,11.725204
392,17.204077,9.468364,0.025963,0.000046,1.000000,11,0.025934,0.000161,15.740723,0.746343,11.053604
385,26.117533,9.387623,0.020445,0.000008,1.000000,20,0.020463,0.000060,16.407560,0.473070,13.063110
386,31.393497,9.382415,0.025687,0.000004,1.000000,25,0.025677,0.000037,8.722039,0.316116,17.809431
387,29.865137,9.316118,0.025916,0.000007,1.000000,24,0.025823,0.000060,10.744007,0.651394,15.724117
388,28.590210,9.298419,0.024324,0.000008,1.000000,23,0.024334,0.000069,12.686930,0.613093,14.438194
389,18.577061,9.449899,0.024057,0.000024,1.000000,12,0.024061,0.000097,14.834848,0.213688,11.783229
390,19.291077,9.428595,0.027234,0.000026,1.000000,13,0.027200,0.000114,12.686142,0.591808,12.474563
391,18.727116,9.703183,0.027649,0.000031,1.000000,13,0.027670,0.000133,13.075325,0.716758,12.192085
392,18.127226,9.457880,0.025957,0.000036,1.000000,12,0.025975,0.000141,14.955574,0.730350,11.501322
385,27.081263,9.384979,0.020447,0.000007,1.000000,21,0.020487,0.000056,15.910667,0.470328,13.404321
386,32.366962,9.380849,0.025686,0.000004,1.000000,26,0.025691,0.000035,8.496769,0.312463,18.258842
387,30.830664,9.313972,0.025907,0.000006,1.000000,25,0.025856,0.000057,10.463815,0.643106,16.117062
388,29.553349,9.296157,0.024325,0.000007,1.000000,24,0.024328,0.000065,12.397656,0.597656,14.767605
389,19.519999,9.442842,0.024058,0.000020,1.000000,13,0.024035,0.000086,14.171314,0.212555,12.228808
390,20.231270,9.421623,0.027228,0.000021,1.000000,14,0.027260,0.000101,12.081616,0.580533,12.970995
391,19.660604,9.694774,0.027653,0.000025,1.000000,14,0.027685,0.000119,12.514251,0.698732,12.646726
392,19.057819,9.449048,0.025960,0.000029,1.000000,13,0.025985,0.000125,14.283843,0.714439,11.936984
385,28.046665,9.382534,0.020451,0.000006,1.000000,22,0.020505,0.000052,15.487689,0.471213,13.720957
386,33.341980,9.379544,0.025686,0.000003,1.000000,27,0.025722,0.000033,8.286593,0.311086,18.697544
387,31.798395,9.312236,0.025902,0.000005,1.000000,26,0.025868,0.000054,10.237393,0.638585,16.471725
388,30.517406,9.293900,0.024325,0.000006,1.000000,25,0.024350,0.000062,12.116168,0.585122,15.093305
389,20.468153,9.436898,0.024054,0.000016,1.000000,14,0.024053,0.000077,13.547445,0.215400,12.675364
390,21.176208,9.415561,0.027233,0.000017,1.000000,15,0.027276,0.000092,11.605917,0.574098,13.421029
391,20.599476,9.687508,0.027658,0.000021,1.000000,15,0.027720,0.000108,12.019935,0.685352,13.083204
392,19.994610,9.441543,0.025965,0.000023,1.000000,14,0.026008,0.000113,13.704149,0.703806,12.350626
394,10.000000,10.000000,0.022337,0.027778,1.000000,0,0.022892,0.012139,39.380676,0.074962,6.393637
385,29.013533,9.380270,0.020457,0.000006,1.000000,23,0.020504,0.000049,15.117941,0.477187,14.025716
386,34.317516,9.378238,0.025689,0.000003,1.000000,28,0.025756,0.000031,8.084738,0.311347,19.141260
387,32.766796,9.310493,0.025899,0.000005,1.000000,27,0.025850,0.000052,10.044431,0.638968,16.809790
388,31.483299,9.291955,0.024327,0.000006,1.000000,26,0.024364,0.000059,11.852857,0.573665,15.418527
389,21.420393,9.431735,0.024053,0.000013,1.000000,15,0.024073,0.000069,12.971920,0.220815,13.126248
390,22.125395,9.410382,0.027240,0.000015,1.000000,16,0.027224,0.000084,11.226720,0.572591,13.840403
391,21.543022,9.681266,0.027668,0.000017,1.000000,16,0.027717,0.000099,11.595551,0.675631,13.506010
392,20.936176,9.434976,0.025972,0.000019,1.000000,15,0.025980,0.000102,13.227939,0.699644,12.741850
393,10.000000,10.000000,0.026075,0.027778,1.000000,0,0.024786,0.000160,42.127560,1.581899,6.094955
394,10.212205,9.893745,0.022594,0.014898,1.000000,1,0.022822,0.002647,35.162991,0.094019,6.817545
395,10.000000,10.000000,0.024112,0.027778,1.000000,0,0.023306,0.045389,40.624649,0.886764,6.341284
385,29.982130,9.378292,0.020462,0.000005,1.000000,24,0.020507,0.000047,14.748973,0.488084,14.342173
386,35.294224,9.377110,0.025695,0.000003,1.000000,29,0.025748,0.000030,7.918087,0.320834,19.558651
387,33.736641,9.308976,0.025895,0.000004,1.000000,28,0.025869,0.000049,9.828904,0.643920,17.177013
388,32.449787,9.289974,0.024331,0.000005,1.000000,27,0.024365,0.000056,11.618637,0.575350,15.734241
389,22.376364,9.427303,0.024057,0.000011,1.000000,16,0.024063,0.000063,12.476665,0.238599,13.564301
390,23.077908,9.405799,0.027238,0.000013,1.000000,17,0.027237,0.000077,10.817657,0.580215,14.296213
391,22.490654,9.675891,0.027675,0.000015,1.000000,17,0.027706,0.000091,11.209755,0.678529,13.927284
392,21.882322,9.429396,0.025973,0.000016,1.000000,16,0.025992,0.000093,12.737562,0.703805,13.159043
393,10.277020,9.883924,0.025171,0.008315,1.000000,1,0.024758,0.036618,37.862179,1.533105,6.463752
394,10.580839,9.778554,0.022741,0.005326,1.000000,2,0.022823,0.001160,31.528757,0.137027,7.264466
395,10.109113,9.926053,0.023930,0.021493,1.000000,1,0.023255,0.005211,36.630447,0.875873,6.726808
396,10.000000,10.000000,0.023257,0.027778,1.000000,0,0.021653,0.000117,46.293163,0.894005,6.167461
385,30.951973,9.376453,0.020466,0.000005,1.000000,25,0.020510,0.000044,14.417372,0.494596,14.646462
386,36.271065,9.375896,0.025699,0.000002,1.000000,30,0.025754,0.000029,7.753869,0.334343,19.980059
387,34.707863,9.307665,0.025893,0.000004,1.000000,29,0.025857,0.000047,9.655027,0.647639,17.513348
388,33.417675,9.288204,0.024334,0.000005,1.000000,28,0.024375,0.000054,11.388879,0.584993,16.052790
389,23.335474,9.423447,0.024058,0.000009,1.000000,17,0.024069,0.000058,12.010946,0.260390,14.004693
390,24.033350,9.401707,0.027238,0.000011,1.000000,18,0.027216,0.000071,10.478057,0.589392,14.723968
391,23.441502,9.671094,0.027680,0.000013,1.000000,18,0.027701,0.000084,10.856815,0.686013,14.342363
392,22.832178,9.424506,0.025976,0.000014,1.000000,17,0.025976,0.000086,12.329196,0.708608,13.550534
393,10.473310,9.787106,0.025121,0.007296,1.000000,2,0.024836,0.005533,34.099350,1.498273,6.853103
394,11.132604,9.682693,0.022798,0.001640,1.000000,3,0.022820,0.000677,28.633842,0.181121,7.704061
395,10.397452,9.811990,0.023542,0.009156,1.000000,2,0.023242,0.002007,33.288422,0.879072,7.117413
396,10.277312,9.883911,0.022131,0.008281,1.000000,1,0.021687,0.010625,41.515102,0.898111,6.538645
385,31.923422,9.374888,0.020470,0.000004,1.000000,26,0.020514,0.000042,14.097244,0.501575,14.954530
386,37.250393,9.375200,0.025703,0.000002,1.000000,31,0.025738,0.000028,7.613723,0.351553,20.380941
387,35.679573,9.306334,0.025890,0.000004,1.000000,30,0.025878,0.000045,9.466938,0.652394,17.869732
388,34.387489,9.286789,0.024337,0.000004,1.000000,29,0.024381,0.000052,11.180684,0.600805,16.362501
389,24.297352,9.420079,0.024059,0.000008,1.000000,18,0.024058,0.000053,11.602826,0.286752,14.433306
390,24.991671,9.398157,0.027235,0.000009,1.000000,19,0.027177,0.000066,10.178017,0.601814,15.141033
391,24.395525,9.666928,0.027683,0.000011,1.000000,19,0.027670,0.000078,10.553646,0.698741,14.740837
392,23.785341,9.420244,0.025976,0.000012,1.000000,18,0.025992,0.000079,11.922608,0.715791,13.956542
393,10.905830,9.679231,0.024993,0.004017,1.000000,3,0.024781,0.002440,31.481968,1.485765,7.202852
394,11.840213,9.617327,0.022812,0.000590,1.000000,4,0.022815,0.000454,26.247244,0.230006,8.142626
395,10.852994,9.703919,0.023345,0.003148,1.000000,3,0.023214,0.001112,30.619316,0.895501,7.498228
396,10.633389,9.769956,0.021985,0.005557,1.000000,2,0.021699,0.002951,37.790764,0.917095,6.899397
385,32.895538,9.373328,0.020474,0.000004,1.000000,27,0.020532,0.000040,13.777862,0.505504,15.269942
387,36.652641,9.305223,0.025889,0.000003,1.000000,31,0.025901,0.000044,9.287870,0.654430,18.225695
389,25.261099,9.416924,0.024059,0.000007,1.000000,19,0.024072,0.000049,11.200624,0.306928,14.876000
390,25.952080,9.394904,0.027228,0.000008,1.000000,20,0.027140,0.000062,9.899015,0.609742,15.556645
391,25.351927,9.663144,0.027681,0.000010,1.000000,20,0.027641,0.000073,10.269416,0.706142,15.139583
392,24.741085,9.416385,0.025978,0.000010,1.000000,19,0.025998,0.000074,11.554911,0.719336,14.356904
393,11.465573,9.589501,0.024881,0.001897,1.000000,4,0.024745,0.001405,29.218508,1.464303,7.556933
394,12.639627,9.573836,0.022814,0.000277,1.000000,5,0.022776,0.000332,24.325558,0.266674,8.568695
395,11.475121,9.621703,0.023261,0.001119,1.000000,4,0.023211,0.000719,28.297108,0.900795,7.886322
396,11.141252,9.670083,0.021831,0.002563,1.000000,3,0.021711,0.001428,34.692253,0.923876,7.260913
385,33.868275,9.371780,0.020479,0.000003,1.000000,28,0.020550,0.000038,13.467237,0.503633,15.590702
389,26.227600,9.414342,0.024061,0.000006,1.000000,20,0.024081,0.000045,10.833627,0.315651,15.314774
390,26.915062,9.392150,0.027217,0.000007,1.000000,21,0.027125,0.000058,9.621737,0.608688,15.984494
391,26.310675,9.659767,0.027676,0.000009,1.000000,21,0.027662,0.000068,9.971605,0.703531,15.560108
392,25.699650,9.413061,0.025981,0.000009,1.000000,20,0.026020,0.000069,11.195766,0.713692,14.767889
393,12.133877,9.521111,0.024811,0.000924,1.000000,5,0.024758,0.000927,27.177315,1.426460,7.921407
394,13.488139,9.543047,0.022797,0.000157,1.000000,6,0.022776,0.000254,22.595270,0.282332,9.007595
395,12.214426,9.564929,0.023233,0.000494,1.000000,5,0.023230,0.000511,26.273911,0.888689,8.278790
396,11.777699,9.593227,0.021763,0.001116,1.000000,4,0.021712,0.000873,32.143024,0.909927,7.615867
385,34.841873,9.370318,0.020485,0.000003,1.000000,29,0.020558,0.000036,13.185380,0.505138,15.903929
389,27.195900,9.412018,0.024063,0.000005,1.000000,21,0.024073,0.000042,10.512188,0.323784,15.739166
390,27.879927,9.389678,0.027207,0.000006,1.000000,22,0.027109,0.000054,9.367076,0.608912,16.407139
391,27.271788,9.656832,0.027675,0.000008,1.000000,22,0.027667,0.000064,9.708570,0.701012,15.967534
392,26.659981,9.409925,0.025985,0.000008,1.000000,21,0.026054,0.000064,10.854402,0.710388,15.182196
393,12.880915,9.470503,0.024787,0.000499,1.000000,6,0.024811,0.000667,25.353569,1.388476,8.292296
394,14.366386,9.520052,0.022789,0.000099,1.000000,7,0.022758,0.000203,21.150776,0.297660,9.436872
395,13.020962,9.524820,0.023232,0.000265,1.000000,6,0.023219,0.000389,24.628233,0.876450,8.656424
396,12.512017,9.537772,0.021737,0.000542,1.000000,5,0.021718,0.000602,29.977350,0.895036,7.967397
385,35.816330,9.368950,0.020491,0.000003,1.000000,30,0.020556,0.000035,12.939312,0.508818,16.202402
389,28.165579,9.409842,0.024064,0.000005,1.000000,22,0.024052,0.000040,10.220885,0.328353,16.156710
390,28.846512,9.387457,0.027197,0.000006,1.000000,23,0.027075,0.000051,9.144091,0.608533,16.814865
391,28.234264,9.654022,0.027674,0.000007,1.000000,23,0.027680,0.000061,9.457862,0.696017,16.377644
392,27.622852,9.407287,0.025993,0.000007,1.000000,22,0.026015,0.000060,10.598838,0.708028,15.552661
393,13.680814,9.432557,0.024797,0.000298,1.000000,7,0.024783,0.000514,23.934544,1.348759,8.640257
394,15.264690,9.502284,0.022779,0.000067,1.000000,8,0.022706,0.000168,19.956196,0.306996,9.851762
395,13.867220,9.495042,0.023227,0.000163,1.000000,7,0.023232,0.000308,23.127731,0.856921,9.044044
396,13.309873,9.497565,0.021729,0.000301,1.000000,6,0.021726,0.000445,28.073433,0.872345,8.322696
385,36.792152,9.367813,0.020496,0.000003,1.000000,31,0.020574,0.000033,12.675397,0.507117,16.518795
389,29.136868,9.407917,0.024063,0.000004,1.000000,23,0.024072,0.000037,9.921826,0.333354,16.592783
390,29.814636,9.385457,0.027184,0.000005,1.000000,24,0.027103,0.000048,8.897773,0.605897,17.253721
391,29.198565,9.651517,0.027675,0.000006,1.000000,24,0.027751,0.000057,9.193010,0.691063,16.810139
392,28.586889,9.404710,0.025995,0.000006,1.000000,23,0.026060,0.000057,10.296421,0.702058,15.965781
393,14.516278,9.403335,0.024792,0.000194,1.000000,8,0.024861,0.000410,22.510509,1.312949,9.011972
394,16.177402,9.488159,0.022759,0.000049,1.000000,9,0.022717,0.000141,18.797356,0.316384,10.288155
395,14.739836,9.472140,0.023229,0.000108,1.000000,8,0.023276,0.000252,21.773907,0.841847,9.435292
396,14.148815,9.467544,0.021727,0.000185,1.000000,7,0.021744,0.000348,26.425268,0.857082,8.673001
389,30.109507,9.406175,0.024064,0.000004,1.000000,24,0.024080,0.000035,9.650639,0.332219,17.020206
390,30.783867,9.383555,0.027177,0.000005,1.000000,25,0.027074,0.000046,8.705906,0.600651,17.652784
391,30.164938,9.649416,0.027682,0.000006,1.000000,25,0.027736,0.000054,8.996066,0.682070,17.195501
392,29.552912,9.402487,0.026002,0.000006,1.000000,24,0.026080,0.000054,10.037635,0.694360,16.357756
393,15.377207,9.380291,0.024813,0.000134,1.000000,9,0.024841,0.000341,21.430925,1.271944,9.351834
394,17.101210,9.476749,0.022748,0.000036,1.000000,10,0.022728,0.000120,17.773130,0.315597,10.722633
395,15.631095,9.453990,0.023242,0.000077,1.000000,9,0.023273,0.000212,20.665295,0.817511,9.808731
396,15.015420,9.444374,0.021733,0.000123,1.000000,8,0.021753,0.000282,24.985415,0.829195,9.020934
389,31.083252,9.404560,0.024065,0.000003,1.000000,25,0.024089,0.000033,9.396588,0.329254,17.447342
390,31.754297,9.381806,0.027167,0.000004,1.000000,26,0.027074,0.000043,8.508451,0.594787,18.067617
391,31.132412,9.647421,0.027687,0.000005,1.000000,26,0.027765,0.000052,8.787169,0.671718,17.601406
392,30.520353,9.400458,0.026009,0.000005,1.000000,25,0.026083,0.000051,9.805117,0.686724,16.741350
393,16.256685,9.361691,0.024821,0.000097,1.000000,10,0.024881,0.000288,20.368040,1.228314,9.709022
394,18.033722,9.467381,0.022743,0.000028,1.000000,11,0.022735,0.000104,16.865368,0.312261,11.155873
395,16.536360,9.439366,0.023250,0.000057,1.000000,10,0.023262,0.000182,19.695295,0.791579,10.176756
396,15.901913,9.426063,0.021739,0.000087,1.000000,9,0.021759,0.000234,23.723272,0.799407,9.365203
389,32.058098,9.403083,0.024068,0.000003,1.000000,26,0.024081,0.000031,9.169303,0.333135,17.863882
390,32.725857,9.380198,0.027159,0.000004,1.000000,27,0.027083,0.000041,8.315599,0.595212,18.488970
391,32.100967,9.645548,0.027694,0.000005,1.000000,27,0.027750,0.000049,8.612968,0.668044,17.985235
392,31.489784,9.398802,0.026016,0.000005,1.000000,26,0.026059,0.000048,9.603987,0.686194,17.109678
393,17.150696,9.346501,0.024836,0.000073,1.000000,11,0.024859,0.000248,19.507238,1.199794,10.047008
394,18.973080,9.459510,0.022742,0.000022,1.000000,12,0.022717,0.000092,16.085955,0.318446,11.578358
395,17.452381,9.427326,0.023253,0.000044,1.000000,11,0.023249,0.000158,18.821360,0.777363,10.544954
396,16.803137,9.411216,0.021744,0.000064,1.000000,10,0.021751,0.000199,22.616369,0.782375,9.705704
389,33.033783,9.401680,0.024069,0.000003,1.000000,27,0.024093,0.000030,8.944489,0.350561,18.287580
390,33.698853,9.378824,0.027152,0.000004,1.000000,28,0.027061,0.000039,8.155608,0.609968,18.882658
391,33.070663,9.643823,0.027698,0.000004,1.000000,28,0.027759,0.000047,8.440054,0.676720,18.373095
392,32.459930,9.397156,0.026020,0.000004,1.000000,27,0.026058,0.000046,9.403843,0.700947,17.482775
393,18.056026,9.333851,0.024841,0.000057,1.000000,12,0.024881,0.000218,18.680803,1.191142,10.391878
