id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise,angle,ang
5174,12.868283,47.488308,0.214231,0.000010,1.000000,88,0.030999,0.000001,0.000000,0.849975,11.403086,58.228343
5181,12.474880,36.643322,0.163895,0.000012,1.000000,82,0.029064,0.000001,0.000000,0.445046,10.473975,80.239007
5174,12.868284,48.488312,0.214231,0.000010,1.000000,89,0.030453,0.000001,0.000000,0.853723,11.466398,58.570415
5174,12.868294,49.488346,0.214231,0.000010,1.000000,90,0.030029,0.000001,0.000000,0.859434,11.557901,58.807128
5181,12.474894,37.643360,0.163895,0.000012,1.000000,84,0.028222,0.000001,0.000000,0.444342,10.634329,80.582278
5174,12.868315,50.488426,0.214231,0.000010,1.000000,91,0.029540,0.000001,0.000000,0.868652,11.627734,59.114139
5181,12.474900,38.643383,0.163895,0.000012,1.000000,85,0.027773,0.000001,0.000000,0.452514,10.695745,80.766038
5174,12.868302,51.488380,0.214231,0.000010,1.000000,92,0.029067,0.000001,0.000000,0.882078,11.697362,59.415127
5175,10.000000,10.000000,0.020355,0.027778,1.000000,93,0.023793,0.000001,0.000000,0.796486,10.064515,74.247180
5181,12.474883,39.643330,0.163895,0.000012,1.000000,87,0.027004,0.000001,0.000000,0.483498,10.861626,81.216285
5174,12.868337,52.488518,0.214231,0.000010,1.000000,94,0.028176,0.000001,0.000000,0.905661,11.843103,60.045738
5175,10.278027,9.883843,0.022780,0.008190,1.000000,94,0.023510,0.000001,0.000000,0.809821,10.152270,74.403649
5181,12.474877,40.643311,0.163895,0.000012,1.000000,88,0.026643,0.000001,0.000000,0.499697,10.942977,81.359998
5174,12.868352,53.488579,0.214231,0.000010,1.000000,95,0.027743,0.000001,0.000000,0.910528,11.909026,60.334455
5175,10.783882,9.777291,0.023379,0.001468,1.000000,95,0.023200,0.000001,0.000000,0.816870,10.226709,74.604951
5181,12.474884,41.643330,0.163895,0.000012,1.000000,89,0.026259,0.000001,0.000000,0.509320,11.009679,81.528313
5174,12.868366,54.488640,0.214231,0.000010,1.000000,96,0.027365,0.000001,0.000000,0.912190,11.998110,60.620239
5175,11.537410,9.717295,0.023214,0.000119,1.000000,96,0.022914,0.000001,0.000000,0.819692,10.311936,74.798397
5181,12.474874,42.643295,0.163895,0.000012,1.000000,90,0.025913,0.000001,0.000000,0.514252,11.092974,81.695492
5174,12.868376,55.488686,0.214231,0.000010,1.000000,97,0.026960,0.000001,0.000000,0.914560,12.074377,60.942093
5175,12.462395,9.699041,0.022924,0.000004,1.000000,97,0.022663,0.000001,0.000000,0.820961,10.413622,75.035922
5181,12.474870,43.643284,0.163895,0.000012,1.000000,91,0.025609,0.000001,0.000000,0.517681,11.193759,81.889725
5175,13.447746,9.695739,0.022720,0.000001,1.000000,98,0.022412,0.000001,0.000000,0.821658,10.508676,75.229760
5175,14.438809,9.693888,0.022584,0.000000,1.000000,99,0.022193,0.000001,0.000000,0.825392,10.619476,75.415247
5181,12.474854,44.643223,0.163895,0.000012,1.000000,93,0.024998,0.000001,0.000000,0.524515,11.382019,82.225847
5175,15.430942,9.692411,0.022464,0.000000,1.000000,100,0.021947,0.000001,0.000000,0.832157,10.713181,75.603642
5181,12.474850,45.643208,0.163895,0.000012,1.000000,94,0.024677,0.000001,0.000000,0.534007,11.463363,82.401827
5181,12.474862,46.643257,0.163895,0.000012,1.000000,95,0.024421,0.000001,0.000000,0.542310,11.574458,82.554755
5181,12.474874,47.643299,0.163895,0.000012,1.000000,96,0.024162,0.000001,0.000000,0.545341,11.686294,82.818889
5175,16.423336,9.691088,0.022342,0.000000,1.000000,103,0.021251,0.000001,0.000000,0.834774,11.004947,76.279312
5175,17.412952,9.689443,0.022135,0.000000,1.000000,104,0.020987,0.000001,0.000000,0.834308,11.075584,76.499766
5176,9.991146,10.009175,0.131032,0.026795,1.000000,104,0.028309,0.000001,0.000000,0.076674,10.068453,101.316232
5181,12.474867,48.643272,0.163895,0.000012,1.000000,98,0.023577,0.000001,0.000000,0.539445,11.850973,83.180201
5175,18.402473,9.687953,0.021951,0.000000,1.000000,105,0.020777,0.000001,0.000000,0.833397,11.175672,76.739037
5176,10.203954,9.902510,0.062577,0.011284,1.000000,105,0.027966,0.000001,0.000000,0.082252,10.153984,101.468131
5181,12.474867,49.643276,0.163895,0.000012,1.000000,99,0.023355,0.000001,0.000000,0.538151,11.969011,83.416413
5175,19.392105,9.686622,0.021789,0.000000,1.000000,106,0.020602,0.000001,0.000000,0.831736,11.284405,76.847308
5176,10.633415,9.788583,0.035380,0.002619,1.000000,106,0.027556,0.000001,0.000000,0.088218,10.211742,101.565935
5176,11.314450,9.713131,0.028394,0.000286,1.000000,107,0.027121,0.000001,0.000000,0.094967,10.255288,101.634608
5181,12.474866,50.643265,0.163895,0.000012,1.000000,101,0.022851,0.000001,0.000000,0.535067,12.148322,83.606106
5175,20.381683,9.685322,0.021645,0.000000,1.000000,108,0.020200,0.000001,0.000000,0.831117,11.469235,77.114141
5176,12.199305,9.685011,0.027170,0.000011,1.000000,108,0.026743,0.000001,0.000000,0.094849,10.313927,101.751992
5181,12.474889,51.643360,0.163895,0.000012,1.000000,102,0.022592,0.000001,0.000000,0.536586,12.233873,83.783048
5175,21.367954,9.683734,0.021489,0.000000,1.000000,109,0.020028,0.000001,0.000000,0.834003,11.585421,77.387979
5175,22.354399,9.682334,0.021346,0.000000,1.000000,110,0.019843,0.000001,0.000000,0.840481,11.684763,77.577938
5176,13.175465,9.679519,0.026781,0.000001,1.000000,110,0.026061,0.000001,0.000000,0.093249,10.457563,101.940541
5134,10.000000,10.000000,0.013624,0.027778,1.000000,147,0.017173,0.000001,0.000000,1.744704,10.052955,57.612108
5176,14.164896,9.677266,0.026424,0.000000,1.000000,111,0.025697,0.000001,0.000000,0.086654,10.514058,102.019353
5134,10.277999,9.883823,0.016127,0.008190,1.000000,148,0.016987,0.000001,0.000000,1.738528,10.132563,58.020080
5176,15.155758,9.675521,0.026182,0.000000,1.000000,112,0.025365,0.000001,0.000000,0.077844,10.582237,102.094526
5181,12.474895,52.643387,0.163895,0.000012,1.000000,106,0.021657,0.000001,0.000000,0.558842,12.595100,84.470791
5134,10.783884,9.777305,0.016833,0.001468,1.000000,149,0.016788,0.000001,0.000000,1.728070,10.194148,58.374399
5176,16.146814,9.673951,0.025978,0.000000,1.000000,113,0.025060,0.000001,0.000000,0.072653,10.652769,102.215358
5181,12.474890,53.643372,0.163895,0.000012,1.000000,107,0.021429,0.000001,0.000000,0.557813,12.679502,84.677950
5134,11.537377,9.717283,0.016792,0.000119,1.000000,150,0.016651,0.000001,0.000000,1.707802,10.288942,58.719190
5176,17.137762,9.672516,0.025795,0.000000,1.000000,114,0.024805,0.000001,0.000000,0.075030,10.749676,102.282734
5181,12.474898,54.643410,0.163895,0.000012,1.000000,108,0.021251,0.000001,0.000000,0.548644,12.789859,84.844288
5184,12.297005,21.629005,0.221946,0.000065,1.000000,89,0.018960,0.000001,0.000000,1.635999,10.017230,59.634394
5176,18.128458,9.671119,0.025630,0.000000,1.000000,115,0.024477,0.000001,0.000000,0.087929,10.810857,102.287836
5184,12.296966,22.628935,0.221946,0.000065,1.000000,90,0.018772,0.000001,0.000000,1.614758,10.081888,59.819301
5178,10.000000,10.000000,0.017465,0.027778,1.000000,110,0.015719,0.000001,0.000000,1.242660,10.093073,73.680898
5181,12.474896,55.643402,0.163895,0.000012,1.000000,110,0.020868,0.000001,0.000000,0.517334,12.978795,85.041778
5184,12.296955,23.628914,0.221946,0.000065,1.000000,91,0.018536,0.000001,0.000000,1.598199,10.133746,60.156005
5178,10.278051,9.883806,0.016233,0.008187,1.000000,111,0.015662,0.000001,0.000000,1.209581,10.222609,73.862124
5181,12.474909,56.643463,0.163895,0.000012,1.000000,111,0.020737,0.000001,0.000000,0.498023,13.110094,85.139521
5183,10.000000,10.000000,0.032152,0.027778,1.000000,92,0.016325,0.000001,0.000000,0.630305,10.126265,88.755879
5184,12.296965,24.628935,0.221946,0.000065,1.000000,92,0.018410,0.000001,0.000000,1.569943,10.238413,60.457050
5176,19.118179,9.669751,0.025465,0.000000,1.000000,118,0.023725,0.000001,0.000000,0.127215,11.075656,102.418820
5178,10.784025,9.777310,0.015765,0.001467,1.000000,112,0.015614,0.000001,0.000000,1.174544,10.348898,73.930107
5181,12.474896,57.643402,0.163895,0.000012,1.000000,112,0.020569,0.000001,0.000000,0.475774,13.208749,85.165279
5183,10.276384,9.883949,0.021004,0.008264,1.000000,93,0.016252,0.000001,0.000000,0.600609,10.244558,88.695332
5184,12.296995,25.628998,0.221946,0.000065,1.000000,93,0.018268,0.000001,0.000000,1.541072,10.315141,60.594890
5170,10.000000,10.000000,0.020113,0.027778,1.000000,123,0.014920,0.000001,0.000000,0.849071,10.054994,81.780480
5176,20.097067,9.667113,0.025248,0.000000,1.000000,119,0.023542,0.000001,0.000000,0.144537,11.190469,102.507357
5178,11.537568,9.717295,0.015626,0.000118,1.000000,113,0.015542,0.000001,0.000000,1.138301,10.470314,74.183196
5181,12.474902,58.643433,0.163895,0.000012,1.000000,113,0.020428,0.000001,0.000000,0.452379,13.329475,85.306851
5184,12.296984,26.628973,0.221946,0.000065,1.000000,94,0.018105,0.000001,0.000000,1.513558,10.398085,60.922965
5176,21.077259,9.664803,0.025059,0.000000,1.000000,120,0.023256,0.000001,0.000000,0.167833,11.262242,102.507717
5178,12.462613,9.699061,0.015545,0.000004,1.000000,114,0.015474,0.000001,0.000000,1.102919,10.594942,74.366017
5181,12.474907,59.643452,0.163895,0.000012,1.000000,114,0.020238,0.000001,0.000000,0.427714,13.417302,85.373544
5183,10.780265,9.777205,0.017108,0.001492,1.000000,95,0.016084,0.000001,0.000000,0.536524,10.472375,88.790108
5170,10.277921,9.883848,0.016451,0.008194,1.000000,125,0.014783,0.000001,0.000000,0.780128,10.288995,82.048858
5176,22.054403,9.662264,0.024878,0.000000,1.000000,121,0.022986,0.000001,0.000000,0.190880,11.329886,102.564690
5178,13.447988,9.695723,0.015490,0.000001,1.000000,115,0.015367,0.000001,0.000000,1.071569,10.694988,74.631896
5184,12.296990,27.628988,0.221946,0.000065,1.000000,96,0.017633,0.000001,0.000000,1.473441,10.478718,61.522174
5170,10.783656,9.777304,0.015082,0.001469,1.000000,126,0.014732,0.000001,0.000000,0.753221,10.416568,82.141020
5178,14.439335,9.693969,0.015435,0.000000,1.000000,116,0.015290,0.000001,0.000000,1.045582,10.811665,74.834060
5181,12.474888,60.643364,0.163895,0.000012,1.000000,116,0.019842,0.000001,0.000000,0.385289,13.573117,85.588315
5183,11.531960,9.716800,0.016167,0.000121,1.000000,97,0.015866,0.000001,0.000000,0.481491,10.665572,88.861456
5170,11.536992,9.717230,0.014760,0.000119,1.000000,127,0.014680,0.000001,0.000000,0.738249,10.539962,82.234284
5178,15.431815,9.692557,0.015391,0.000000,1.000000,117,0.015207,0.000001,0.000000,1.031826,10.916792,74.984066
5183,12.455984,9.698284,0.015875,0.000004,1.000000,98,0.015788,0.000001,0.000000,0.466974,10.777921,88.883045
5184,12.296956,28.628910,0.221946,0.000065,1.000000,98,0.017267,0.000001,0.000000,1.453830,10.600462,62.078589
5170,12.461876,9.698922,0.014683,0.000004,1.000000,128,0.014641,0.000001,0.000000,0.733901,10.671460,82.295916
5178,16.424961,9.691408,0.015347,0.000000,1.000000,118,0.015146,0.000001,0.000000,1.026003,11.036100,75.118509
5181,12.474897,61.643417,0.163895,0.000012,1.000000,118,0.019541,0.000001,0.000000,0.371098,13.777782,85.754217
5183,13.441293,9.694980,0.015806,0.000001,1.000000,99,0.015718,0.000001,0.000000,0.464104,10.895902,88.880994
5184,12.296972,29.628946,0.221946,0.000065,1.000000,99,0.017126,0.000001,0.000000,1.452187,10.680226,62.335404
5170,13.447271,9.695602,0.014650,0.000001,1.000000,129,0.014575,0.000001,0.000000,0.740910,10.786279,82.498742
5178,17.418463,9.690389,0.015309,0.000000,1.000000,119,0.015049,0.000001,0.000000,1.029981,11.136708,75.407423
5181,12.474916,62.643509,0.163895,0.000012,1.000000,119,0.019380,0.000001,0.000000,0.380362,13.871154,85.936781
5183,14.432612,9.693205,0.015767,0.000000,1.000000,100,0.015633,0.000001,0.000000,0.474641,11.002530,89.025419
5184,12.296984,30.628973,0.221946,0.000065,1.000000,100,0.016946,0.000001,0.000000,1.457695,10.745947,62.713167
5178,18.412273,9.689518,0.015268,0.000000,1.000000,120,0.014994,0.000001,0.000000,1.035604,11.268759,75.672589
5181,12.474914,63.643497,0.163895,0.000012,1.000000,120,0.019268,0.000001,0.000000,0.392575,14.002268,86.104125
5183,15.425114,9.691803,0.015726,0.000000,1.000000,101,0.015584,0.000001,0.000000,0.488919,11.136809,89.143602
5184,12.296997,31.629005,0.221946,0.000065,1.000000,101,0.016828,0.000001,0.000000,1.461042,10.850011,63.093409
5170,14.438556,9.693797,0.014617,0.000000,1.000000,131,0.014497,0.000001,0.000000,0.762164,11.053432,82.682831
5178,19.406267,9.688716,0.015230,0.000000,1.000000,121,0.014943,0.000001,0.000000,1.041892,11.390736,75.711156
5181,12.474927,64.643562,0.163895,0.000012,1.000000,121,0.019135,0.000001,0.000000,0.403277,14.110781,86.147856
5183,16.418314,9.690671,0.015692,0.000000,1.000000,102,0.015513,0.000001,0.000000,0.502396,11.253137,89.084711
5184,12.296990,32.628990,0.221946,0.000065,1.000000,102,0.016727,0.000001,0.000000,1.462881,10.942830,63.260124
5178,20.400579,9.688052,0.015195,0.000000,1.000000,122,0.014871,0.000001,0.000000,1.047332,11.500730,75.855503
5181,12.474925,65.643555,0.163895,0.000012,1.000000,122,0.019016,0.000001,0.000000,0.413554,14.232641,86.274012
5183,17.411892,9.689688,0.015658,0.000000,1.000000,103,0.015446,0.000001,0.000000,0.514494,11.372392,89.170410
5184,12.296959,33.628906,0.221946,0.000065,1.000000,103,0.016610,0.000001,0.000000,1.465258,11.032868,63.526894
5170,15.431098,9.692414,0.014580,0.000000,1.000000,133,0.014407,0.000001,0.000000,0.776965,11.318836,83.028483
5178,21.394804,9.687354,0.015160,0.000000,1.000000,123,0.014792,0.000001,0.000000,1.050223,11.615830,76.142678
5181,12.474950,66.643684,0.163895,0.000012,1.000000,123,0.018865,0.000001,0.000000,0.422912,14.330562,86.445920
5183,18.405664,9.688774,0.015624,0.000000,1.000000,104,0.015369,0.000001,0.000000,0.524939,11.487496,89.308905
5184,12.296980,34.628963,0.221946,0.000065,1.000000,104,0.016432,0.000001,0.000000,1.470095,11.102925,63.987570
5167,10.000000,10.000000,0.032212,0.027778,1.000000,137,0.013559,0.000001,0.000000,1.703078,10.029134,60.781792
5170,16.424129,9.691195,0.014539,0.000000,1.000000,134,0.014357,0.000001,0.000000,0.782828,11.440050,82.940924
5178,22.389261,9.686772,0.015124,0.000000,1.000000,124,0.014742,0.000001,0.000000,1.051327,11.737600,76.145640
5181,12.474975,67.643814,0.163895,0.000012,1.000000,124,0.018700,0.000001,0.000000,0.429464,14.410103,86.436248
5183,19.399549,9.687910,0.015589,0.000000,1.000000,105,0.015271,0.000001,0.000000,0.533326,11.583307,89.211598
5184,12.296953,35.628887,0.221946,0.000065,1.000000,105,0.016304,0.000001,0.000000,1.469322,11.174215,64.148800
5167,10.275778,9.884052,0.019080,0.008295,1.000000,138,0.013457,0.000001,0.000000,1.692800,10.126211,61.228567
5181,12.474975,68.643814,0.163895,0.000012,1.000000,125,0.018537,0.000001,0.000000,0.433717,14.491152,86.557534
5183,20.393642,9.687162,0.015550,0.000000,1.000000,106,0.015182,0.000001,0.000000,0.537700,11.685899,89.276762
5184,12.296938,36.628845,0.221946,0.000065,1.000000,106,0.016115,0.000001,0.000000,1.471272,11.218344,64.465328
5167,10.778844,9.777223,0.014472,0.001501,1.000000,139,0.013350,0.000001,0.000000,1.683430,10.213676,61.623745
5170,17.417582,9.690143,0.014505,0.000000,1.000000,136,0.014261,0.000001,0.000000,0.781322,11.699889,83.224609
5181,12.474976,69.643822,0.163895,0.000012,1.000000,126,0.018421,0.000001,0.000000,0.434880,14.612019,86.711561
5184,12.296930,37.628822,0.221946,0.000065,1.000000,107,0.015972,0.000001,0.000000,1.469662,11.298496,64.866058
5167,11.529764,9.716618,0.013442,0.000123,1.000000,140,0.013249,0.000001,0.000000,1.671593,10.314437,62.136200
5170,18.411446,9.689289,0.014466,0.000000,1.000000,137,0.014230,0.000001,0.000000,0.777790,11.846814,83.454469
5181,12.474958,70.643723,0.163895,0.000012,1.000000,127,0.018302,0.000001,0.000000,0.435824,14.728046,86.869441
5183,21.387873,9.686492,0.015510,0.000000,1.000000,108,0.015083,0.000001,0.000000,0.538153,11.955156,89.550200
5184,12.296933,38.628830,0.221946,0.000065,1.000000,108,0.015825,0.000001,0.000000,1.468373,11.379169,65.325998
5167,12.453523,9.698074,0.013255,0.000004,1.000000,141,0.013174,0.000001,0.000000,1.660648,10.415606,62.464269
5170,19.405521,9.688511,0.014433,0.000000,1.000000,138,0.014189,0.000001,0.000000,0.774390,11.979995,83.545953
5181,12.474935,71.643593,0.163895,0.000012,1.000000,128,0.018170,0.000001,0.000000,0.435020,14.827541,86.942666
5183,22.382318,9.685943,0.015469,0.000000,1.000000,109,0.015020,0.000001,0.000000,0.536888,12.075950,89.583067
5184,12.296931,39.628822,0.221946,0.000065,1.000000,109,0.015698,0.000001,0.000000,1.465981,11.456229,65.623297
5167,13.438723,9.694722,0.013191,0.000001,1.000000,142,0.013103,0.000001,0.000000,1.647668,10.523416,62.830429
5170,20.399836,9.687829,0.014403,0.000000,1.000000,139,0.014151,0.000001,0.000000,0.766396,12.116535,83.666873
5181,12.474960,72.643738,0.163895,0.000012,1.000000,129,0.018036,0.000001,0.000000,0.429527,14.923055,87.019161
5184,12.296936,40.628838,0.221946,0.000065,1.000000,110,0.015575,0.000001,0.000000,1.462597,11.535730,65.926525
5167,14.430017,9.692935,0.013152,0.000000,1.000000,143,0.013017,0.000001,0.000000,1.636109,10.614546,63.167756
5170,21.394335,9.687220,0.014376,0.000000,1.000000,140,0.014097,0.000001,0.000000,0.757936,12.237576,83.805770
5173,10.000000,10.000000,0.020064,0.027778,1.000000,140,0.011675,0.000001,0.000000,1.200565,10.080319,77.762465
5181,12.474963,73.643745,0.163895,0.000012,1.000000,130,0.017911,0.000001,0.000000,0.423553,15.023642,87.126871
5184,12.296940,41.628849,0.221946,0.000065,1.000000,111,0.015446,0.000001,0.000000,1.459245,11.608805,66.234292
5167,15.422493,9.691519,0.013111,0.000000,1.000000,144,0.012921,0.000001,0.000000,1.625465,10.700077,63.558535
5170,22.388683,9.686547,0.014349,0.000000,1.000000,141,0.014044,0.000001,0.000000,0.752186,12.360735,84.017723
5173,10.277630,9.883875,0.014149,0.008208,1.000000,141,0.011649,0.000001,0.000000,1.187412,10.202693,78.038393
5184,12.296936,42.628834,0.221946,0.000065,1.000000,112,0.015311,0.000001,0.000000,1.456804,11.683150,66.626276
5167,16.415516,9.690301,0.013066,0.000000,1.000000,145,0.012835,0.000001,0.000000,1.615910,10.794990,63.976941
5181,12.474961,74.643730,0.163895,0.000012,1.000000,132,0.017677,0.000001,0.000000,0.425244,15.235290,87.409523
5184,12.296939,43.628845,0.221946,0.000065,1.000000,113,0.015177,0.000001,0.000000,1.456204,11.750222,66.963879
5167,17.408844,9.689200,0.013022,0.000000,1.000000,146,0.012784,0.000001,0.000000,1.601709,10.912414,64.307672
5181,12.474977,75.643822,0.163895,0.000012,1.000000,133,0.017561,0.000001,0.000000,0.427977,15.338225,87.494755
5184,12.296927,44.628807,0.221946,0.000065,1.000000,114,0.015064,0.000001,0.000000,1.450343,11.825782,67.197782
5167,18.402643,9.688313,0.012984,0.000000,1.000000,147,0.012746,0.000001,0.000000,1.588575,11.030240,64.532817
5181,12.474997,76.643936,0.163895,0.000012,1.000000,134,0.017434,0.000001,0.000000,0.430561,15.426890,87.531938
5152,10.000000,10.000000,0.022671,0.027778,1.000000,99,0.012194,0.000001,0.000000,0.521973,10.120304,89.776194
5167,19.396729,9.687541,0.012951,0.000000,1.000000,148,0.012700,0.000001,0.000000,1.576302,11.144088,64.801741
5173,10.783030,9.777308,0.012098,0.001474,1.000000,145,0.011611,0.000001,0.000000,1.156479,10.731556,78.576907
5181,12.474966,77.643745,0.163895,0.000012,1.000000,135,0.017301,0.000001,0.000000,0.432601,15.506330,87.580638
5184,12.296945,45.628872,0.221946,0.000065,1.000000,116,0.014846,0.000001,0.000000,1.440067,11.966479,67.544254
5152,10.277366,9.883899,0.015286,0.008220,1.000000,100,0.012189,0.000001,0.000000,0.530464,10.259089,89.633194
5167,20.390997,9.686842,0.012921,0.000000,1.000000,149,0.012678,0.000001,0.000000,1.564148,11.274933,65.023991
5173,11.536107,9.717213,0.011650,0.000119,1.000000,146,0.011612,0.000001,0.000000,1.152483,10.868593,78.563962
5181,12.474954,78.643669,0.163895,0.000012,1.000000,136,0.017176,0.000001,0.000000,0.436705,15.591505,87.585304
5152,10.782401,9.777262,0.012745,0.001477,1.000000,101,0.012184,0.000001,0.000000,0.534537,10.397614,89.630427
5167,21.385338,9.686157,0.012894,0.000000,1.000000,150,0.012633,0.000001,0.000000,1.549004,11.395152,65.366367
5173,12.460952,9.698952,0.011613,0.000004,1.000000,147,0.011615,0.000001,0.000000,1.142804,11.015872,78.734674
5181,12.474930,79.643517,0.163895,0.000012,1.000000,137,0.017066,0.000001,0.000000,0.441146,15.690738,87.659616
5152,11.535144,9.717065,0.012230,0.000120,1.000000,102,0.012173,0.000001,0.000000,0.533246,10.532464,89.649878
5173,13.446348,9.695647,0.011615,0.000001,1.000000,148,0.011617,0.000001,0.000000,1.129251,11.162155,78.896559
5184,12.296948,46.628883,0.221946,0.000065,1.000000,119,0.014577,0.000001,0.000000,1.415233,12.225240,68.237891
5152,12.459809,9.698744,0.012175,0.000004,1.000000,103,0.012152,0.000001,0.000000,0.523124,10.657603,89.665839
5184,12.296947,47.628876,0.221946,0.000065,1.000000,120,0.014484,0.000001,0.000000,1.399732,12.304591,68.441292
5152,13.445210,9.695453,0.012157,0.000001,1.000000,104,0.012163,0.000001,0.000000,0.508022,10.813651,89.618135
5173,14.437650,9.693847,0.011616,0.000000,1.000000,150,0.011597,0.000001,0.000000,1.088039,11.427637,79.108955
5181,12.474945,80.643608,0.163895,0.000012,1.000000,140,0.016798,0.000001,0.000000,0.427055,16.042139,87.879736
5181,12.474931,81.643517,0.163895,0.000012,1.000000,141,0.016715,0.000001,0.000000,0.415729,16.162869,87.888240
5184,12.296957,48.628918,0.221946,0.000065,1.000000,122,0.014357,0.000001,0.000000,1.359913,12.499601,68.753454
5152,14.436550,9.693681,0.012160,0.000000,1.000000,106,0.012175,0.000001,0.000000,0.475276,11.118510,89.602998
5181,12.474944,82.643600,0.163895,0.000012,1.000000,142,0.016637,0.000001,0.000000,0.406296,16.289919,87.988924
5152,15.429155,9.692321,0.012164,0.000000,1.000000,107,0.012158,0.000001,0.000000,0.459817,11.249161,89.703028
5181,12.474959,83.643700,0.163895,0.000012,1.000000,143,0.016551,0.000001,0.000000,0.396690,16.405521,88.094985
5184,12.296960,49.628925,0.221946,0.000065,1.000000,124,0.014200,0.000001,0.000000,1.327127,12.682563,69.255511
5152,16.422239,9.691099,0.012163,0.000000,1.000000,108,0.012145,0.000001,0.000000,0.449304,11.385152,89.680808
5181,12.474949,84.643631,0.163895,0.000012,1.000000,144,0.016454,0.000001,0.000000,0.387907,16.508413,88.118925
5184,12.296986,50.629032,0.221946,0.000065,1.000000,126,0.014056,0.000001,0.000000,1.309916,12.855067,69.540865
5152,17.415892,9.690123,0.012159,0.000000,1.000000,110,0.012132,0.000001,0.000000,0.451221,11.680537,89.653530
5152,18.409851,9.689262,0.012155,0.000000,1.000000,111,0.012146,0.000001,0.000000,0.459706,11.838145,89.668870
5152,19.403982,9.688459,0.012154,0.000000,1.000000,112,0.012144,0.000001,0.000000,0.474861,11.988981,89.730867
5152,20.398273,9.687716,0.012152,0.000000,1.000000,113,0.012133,0.000001,0.000000,0.490066,12.131577,89.832982
5181,12.474957,85.643677,0.163895,0.000012,1.000000,149,0.016053,0.000001,0.000000,0.409540,17.105021,88.478420
5184,12.296992,51.629059,0.221946,0.000065,1.000000,130,0.013777,0.000001,0.000000,1.325541,13.241924,70.586675
5181,12.474958,86.643692,0.163895,0.000012,1.000000,150,0.015982,0.000001,0.000000,0.417901,17.230501,88.558449
5184,12.297013,52.629150,0.221946,0.000065,1.000000,131,0.013720,0.000001,0.000000,1.331622,13.341466,70.777273
5184,12.296992,53.629055,0.221946,0.000065,1.000000,132,0.013674,0.000001,0.000000,1.336278,13.438741,70.831564
5189,10.000000,10.000000,0.025205,0.027778,1.000000,126,0.009306,0.000001,0.000000,1.591552,10.036965,82.283680
5184,12.296991,54.629051,0.221946,0.000065,1.000000,133,0.013607,0.000001,0.000000,1.338212,13.524048,70.987842
5189,10.276440,9.884017,0.014006,0.008265,1.000000,127,0.009332,0.000001,0.000000,1.585292,10.174778,82.348605
5190,10.000000,10.000000,0.013558,0.027778,1.000000,97,0.011086,0.000001,0.000000,1.528940,10.066752,104.891967
5152,21.392914,9.687120,0.012150,0.000000,1.000000,117,0.012077,0.000001,0.000000,0.543390,12.685684,89.761456
5184,12.297003,55.629097,0.221946,0.000065,1.000000,134,0.013515,0.000001,0.000000,1.338072,13.597921,71.271050
5189,10.780327,9.777281,0.010174,0.001492,1.000000,128,0.009341,0.000001,0.000000,1.573224,10.300488,82.584524
5190,10.278025,9.883801,0.011814,0.008188,1.000000,98,0.011077,0.000001,0.000000,1.525530,10.182783,104.846948
5152,22.387617,9.686543,0.012143,0.000000,1.000000,118,0.012074,0.000001,0.000000,0.543807,12.839210,89.859121
5184,12.296980,56.628994,0.221946,0.000065,1.000000,135,0.013451,0.000001,0.000000,1.331971,13.699324,71.598533
5189,11.531996,9.716839,0.009409,0.000121,1.000000,129,0.009356,0.000001,0.000000,1.555379,10.432973,82.816039
5190,10.783969,9.777299,0.011209,0.001467,1.000000,99,0.011084,0.000001,0.000000,1.516934,10.314101,104.785370
5188,10.000000,10.000000,0.028602,0.027778,1.000000,130,0.011729,0.000001,0.000000,0.353982,10.161484,99.226322
5189,12.456105,9.698367,0.009358,0.000004,1.000000,130,0.009379,0.000001,0.000000,1.539517,10.568799,82.823096
5190,11.537539,9.717318,0.011094,0.000118,1.000000,100,0.011055,0.000001,0.000000,1.512810,10.422328,104.512176
5184,12.296964,57.628918,0.221946,0.000065,1.000000,137,0.013340,0.000001,0.000000,1.308274,13.879776,71.833573
5189,13.441435,9.695068,0.009375,0.000001,1.000000,131,0.009407,0.000001,0.000000,1.516918,10.709840,82.835593
5190,12.462542,9.699055,0.011057,0.000004,1.000000,101,0.011031,0.000001,0.000000,1.502164,10.534015,104.221534
5184,12.296944,58.628822,0.221946,0.000065,1.000000,138,0.013288,0.000001,0.000000,1.296373,13.972642,71.980664
5188,10.276228,9.884037,0.016719,0.008275,1.000000,132,0.011670,0.000001,0.000000,0.353253,10.377390,99.088662
5189,14.432720,9.693263,0.009389,0.000000,1.000000,132,0.009394,0.000001,0.000000,1.497027,10.806073,82.925190
5190,13.448046,9.695805,0.011037,0.000001,1.000000,102,0.011036,0.000001,0.000000,1.483864,10.665538,104.049171
5153,10.000000,10.000000,0.013530,0.027778,1.000000,122,0.009542,0.000001,0.000000,0.269345,10.005422,87.958813
5184,12.296966,59.628929,0.221946,0.000065,1.000000,139,0.013236,0.000001,0.000000,1.292057,14.067645,72.156059
5188,10.779842,9.777277,0.012580,0.001495,1.000000,133,0.011664,0.000001,0.000000,0.348578,10.505457,99.089430
5189,15.425297,9.691889,0.009390,0.000000,1.000000,133,0.009397,0.000001,0.000000,1.478633,10.921939,83.056444
