id,z,znoise,tau
5158,28.373217,0.041133,-160.660286
5178,3.707451,1.677070,21.995842
5182,1.738049,0.915768,2.926559
5183,3.509076,1.817183,-3.932670
5184,1.839449,1.102006,2.574084
5185,1.750937,0.968247,4.268825
5187,2.007149,1.851610,-4.985129
5131,99.210061,0.149162,-265.168001
5134,105.170876,1.529302,574.704926
5145,94.574226,1.480828,104.047699
5148,56.102323,1.458871,112.105045
5154,35.730633,0.557483,62.723405
5157,33.937766,0.531151,-225.870550
5158,26.365347,0.025430,2234.983383
5178,3.905355,1.614638,28.253559
5182,1.824188,0.825386,2.573875
5183,3.667505,1.642581,-4.186929
5184,1.904438,1.038874,2.201876
5185,1.835533,0.887024,3.519907
5186,2.464087,1.414944,-4.375777
5187,2.074124,1.627359,-7.015526
5131,97.235743,0.141194,-299.457332
5134,103.416751,1.497603,386.251863
5148,54.463668,1.402996,80.400179
5154,33.853273,0.547759,40.796439
5157,32.369091,0.475189,4614.563828
5158,24.552336,0.021771,99.539871
5177,0.206548,0.618852,0.794832
5178,4.132164,1.577125,45.478314
5179,0.551639,0.809955,0.583640
5182,1.937270,0.753179,2.510983
5183,3.880247,1.495209,-4.499528
5184,1.992818,1.000363,2.043628
5185,1.942956,0.826356,3.295661
5186,2.609313,1.223543,-5.113025
5187,2.187358,1.493052,-10.386879
5189,1.406533,0.170948,5.088266
5131,95.145734,0.132317,-355.690297
5134,101.577366,1.461417,276.509351
5148,52.828344,1.339006,59.409336
5157,30.784362,0.403961,144.346139
5158,22.811485,0.034794,40.606483
5170,5.383953,2.057966,-12.297637
5177,0.368781,0.605803,0.728994
5178,4.399599,1.540339,104.554204
5182,2.093714,0.677347,2.692237
5183,4.148452,1.332593,-4.905648
5185,2.091166,0.766731,3.471611
5186,2.824038,1.040066,-6.008083
5187,2.331528,1.380788,-17.767528
5189,1.576275,0.024969,5.095177
5131,93.308151,0.126160,-440.721755
5134,99.914747,1.425939,212.571882
5157,29.554948,0.337010,70.137618
5158,21.383520,0.057651,23.126313
5170,5.849763,1.933756,-11.094577
5177,0.527111,0.594078,0.668934
5178,4.665080,1.503418,601.284071
5182,2.255352,0.607565,2.897325
5183,4.437318,1.191473,-5.347071
5185,2.241376,0.711003,3.654122
5186,3.041673,0.879412,-7.011771
5187,2.474528,1.287513,-43.977276
5189,1.748388,0.102799,5.214706
5131,91.578696,0.117946,-596.086458
5134,98.410387,1.397205,170.748927
5157,28.438616,0.292352,43.003799
5170,6.340640,1.839924,-10.737619
5178,4.949247,1.471817,-195.881799
5182,2.434022,0.560035,3.195012
5183,4.738087,1.093996,-5.824250
5185,2.410533,0.672601,4.007902
5186,3.282671,0.774012,-8.099852
5187,2.630226,1.217983,259.391519
5189,1.940910,0.174688,5.704807
5131,90.327452,0.101696,-826.517491
5134,97.467199,1.382786,148.107897
5157,27.764869,0.260975,33.105915
5170,6.901530,1.798330,-10.760700
5178,5.278136,1.466784,-78.368106
5182,2.662853,0.542261,3.864020
5183,5.117752,1.047494,-6.396477
5185,2.627056,0.662783,4.926488
5186,3.616866,0.729059,-9.019304
5187,2.843388,1.192108,63.903505
5188,0.305061,0.706298,0.313702
5189,2.190067,0.220637,7.338674
5131,89.126318,0.071423,-1404.209213
5134,96.627883,1.378130,130.979448
5170,7.457921,1.792375,-11.079044
5178,5.609490,1.483059,-56.988675
5182,2.896987,0.544393,4.607606
5183,5.503765,1.026694,-6.996648
5185,2.842880,0.671381,5.898495
5186,3.949684,0.710625,-9.989877
5187,3.052781,1.185119,38.654515
5189,2.449262,0.246283,9.348781
5131,88.179135,0.036740,-3254.993346
5134,95.792965,1.376454,116.187594
5170,7.959363,1.795564,-11.579948
5178,5.927720,1.502313,-51.051414
5182,3.132663,0.549391,5.412190
5183,5.887274,1.017032,-7.617911
5185,3.065696,0.685000,7.057290
5186,4.284019,0.695320,-10.991830
5187,3.255066,1.182307,28.413892
5189,2.678009,0.278975,10.537331
5131,87.262887,0.004543,8580.809911
5134,94.989764,1.375655,103.869087
5170,8.453653,1.800459,-12.174023
5178,6.234724,1.515589,-50.087940
5182,3.373902,0.554397,6.323793
5183,6.287457,1.015609,-8.281528
5185,3.292329,0.696451,8.400062
5186,4.629290,0.687549,-11.997484
5187,3.454222,1.177898,23.258063
5189,2.921744,0.296718,12.190371
5131,86.210602,0.028464,1515.335354
5134,94.437588,1.379663,95.292445
5170,9.031304,1.823507,-12.819484
5178,6.606426,1.541005,-44.447496
5179,4.450435,0.604051,4.659932
5182,3.641501,0.575527,7.593142
5183,6.706477,1.032661,-8.984156
5185,3.536006,0.718381,10.226737
5186,5.026176,0.714247,-12.886896
5187,3.685065,1.187133,21.979018
5189,3.230881,0.279952,16.473505
5131,85.399103,0.064909,918.776524
5170,9.594577,1.856038,-13.526565
5175,5.775121,0.953287,6.029762
5178,6.970242,1.571279,-42.220153
5179,5.076114,0.657427,10.934152
5182,3.918979,0.600391,9.162492
5183,7.128438,1.055482,-9.709567
5185,3.793089,0.746530,12.743797
5186,5.436865,0.741265,-13.747502
5187,3.914961,1.201221,21.121060
5189,3.532378,0.270498,21.445575
5131,83.737188,0.108230,452.536035
5170,10.085290,1.881537,-14.180639
5175,6.016147,0.965667,6.650412
5178,7.282793,1.599871,-42.612527
5179,5.639182,0.717382,27.626766
5182,4.099906,0.623787,9.200652
5183,7.396946,1.064785,-10.313761
5185,3.940518,0.766741,11.903524
5186,5.681797,0.767078,-15.101309
5187,4.056973,1.202905,17.087083
5189,3.765143,0.240641,22.943727
5131,82.779301,0.153184,346.493557
5170,10.423787,1.902225,-14.854489
5175,6.218260,0.976373,7.023480
5178,7.503987,1.618651,-48.876391
5179,6.071979,0.742407,72.255326
5182,4.271051,0.636015,9.181866
5183,7.676169,1.074611,-10.943921
5185,4.107478,0.785163,11.830210
5186,5.900693,0.764258,-16.622330
5187,4.172148,1.199970,14.037390
5189,3.880189,0.256350,18.515080
5131,81.971393,0.192224,285.432587
5170,10.841568,1.920249,-15.542889
5175,6.456645,0.983418,7.682788
5178,7.770606,1.641381,-52.452604
5179,6.552207,0.756060,-262.774226
5182,4.465144,0.644388,9.513536
5183,8.004003,1.075668,-11.610990
5185,4.287441,0.799771,12.117575
5186,6.158682,0.756691,-18.060237
5187,4.324710,1.204458,12.818547
5189,4.062016,0.275826,18.041688
5131,80.601353,0.222595,211.736684
5170,11.329680,1.913419,-16.294073
5175,6.710769,0.979792,8.387321
5178,8.084948,1.651860,-53.924162
5179,7.162052,0.773078,-50.605931
5182,4.674170,0.648431,9.895278
5183,8.308666,1.059596,-12.335361
5185,4.467931,0.806118,12.188673
5186,6.448199,0.752795,-19.555299
5187,4.480124,1.199768,11.760277
5189,4.310136,0.284212,19.851322
5131,79.685714,0.246029,179.272481
5170,11.790514,1.895029,-17.061146
5175,6.964564,0.970274,9.123275
5178,8.380575,1.653397,-56.778784
5179,7.740107,0.762987,-35.074869
5182,4.898677,0.643441,10.542136
5183,8.639173,1.036283,-13.087718
5185,4.672301,0.806765,12.894090
5186,6.761275,0.734321,-20.913213
5187,4.641166,1.192090,11.115203
5189,4.545179,0.314096,21.286783
5131,78.946448,0.265553,158.477668
5170,12.285606,1.873215,-17.843793
5175,7.235515,0.957307,10.054462
5178,8.700158,1.656342,-57.913168
5179,8.374640,0.744262,-28.693302
5182,5.140561,0.634500,11.472256
5183,9.001120,1.006100,-13.864680
5185,4.892540,0.806006,14.008470
5186,7.112544,0.710480,-22.029209
5187,4.821107,1.187474,10.906386
5189,4.814064,0.354292,24.211119
5131,79.843773,0.282279,197.501884
5170,13.100824,1.880733,-18.838689
5175,7.714288,0.961777,13.437978
5178,9.270514,1.692280,-48.898578
5179,9.359624,0.724219,-23.780115
5182,5.673455,0.649970,18.878906
5183,9.707508,0.998188,-14.846377
5185,5.397629,0.840938,27.351751
5186,7.965483,0.717990,-20.920070
5187,5.267264,1.233831,14.791171
5189,5.327257,0.452227,45.411035
5131,80.550021,0.286767,241.833493
5170,14.041359,1.880285,-19.899772
5173,6.835702,2.585064,8.998169
5175,8.245089,0.962846,18.857696
5178,9.929855,1.724345,-42.245873
5179,10.464829,0.709914,-21.974442
5181,6.566188,0.606695,7.037751
5182,6.260579,0.663366,37.082554
5183,10.464949,0.985232,-15.860698
5185,5.923883,0.869638,79.127864
5186,8.936729,0.728015,-20.511976
5187,5.778470,1.280685,21.662983
5189,5.964653,0.539641,239.990149
5131,81.376976,0.281481,315.887909
5170,14.974203,1.867175,-21.004807
5173,7.458150,2.691890,14.466778
5175,8.783753,0.957459,26.978353
5178,10.582632,1.743963,-39.061917
5179,11.602787,0.674449,-21.598310
5181,7.018792,0.594414,9.515886
5182,6.883591,0.667504,120.558939
5183,11.261584,0.965365,-16.907045
5185,6.488649,0.890154,-205.200666
5186,9.985362,0.722065,-20.657031
5187,6.307955,1.319357,33.198873
5188,2.692396,0.987654,3.775573
5189,6.625175,0.641465,-129.454470
5131,81.514704,0.276134,349.821396
5170,15.701578,1.812817,-22.066110
5173,8.022041,2.768747,22.203919
5175,9.222220,0.931983,34.194834
5178,11.113216,1.735015,-38.881678
5179,12.655947,0.600222,-21.971725
5181,7.400842,0.566734,11.674104
5182,7.404311,0.648377,-1602.162081
5183,11.890491,0.915698,-17.923515
5185,6.953635,0.886054,-79.088373
5186,10.836948,0.676496,-21.341530
5187,6.697504,1.324241,41.215205
5188,3.017996,1.051055,7.986200
5189,7.126851,0.760208,-82.860135
5131,81.867828,0.266853,424.144449
5170,16.438852,1.757873,-23.148046
5173,8.624187,2.830375,37.213915
5175,9.677255,0.906365,44.596686
5176,5.492114,0.093818,5.791251
5178,11.638156,1.721221,-39.085475
5179,13.764485,0.513192,-22.617290
5181,7.798220,0.539172,14.453506
5182,7.965690,0.626136,-124.272574
5183,12.551724,0.867226,-18.962050
5185,7.483862,0.882733,-50.303654
5186,11.769451,0.623468,-22.111060
5187,7.117959,1.329093,54.158273
5188,3.386035,1.120153,27.087793
5189,7.617070,0.895400,-66.776794
5131,81.946564,0.247755,469.676812
5170,17.338646,1.697443,-24.311985
5173,9.348796,2.907981,93.617937
5175,10.192900,0.878893,64.194361
5176,5.786156,0.120015,9.463852
5178,12.295832,1.708373,-38.346906
5179,15.112344,0.450721,-23.493597
5181,8.231293,0.511147,18.349705
5182,8.584456,0.605051,-69.913455
5183,13.258670,0.814911,-20.030962
5185,8.014768,0.875596,-40.442220
5186,12.858451,0.583238,-22.982540
5187,7.616027,1.337237,84.451348
5188,3.746850,1.172675,-165.111458
5189,8.333070,1.007972,-50.152593
5131,81.654256,0.223562,454.650992
5170,18.140103,1.613757,-25.501135
5173,10.142509,2.949906,-1008.616698
5175,10.661871,0.841485,83.986924
5176,6.068935,0.142203,15.746177
5178,12.902359,1.672534,-38.794545
5179,16.518354,0.377455,-24.647777
5181,8.636104,0.478428,21.765447
5182,9.165270,0.571558,-56.742055
5183,13.887138,0.752960,-21.138516
5184,6.024629,1.083011,6.056297
5185,8.521917,0.857280,-36.822734
5186,13.868253,0.526374,-24.039858
5187,8.045908,1.322764,111.625961
5188,4.121302,1.201975,-34.966033
5189,8.983831,1.115710,-45.143541
5131,81.758818,0.199057,524.044040
5170,18.795143,1.533535,-26.646372
5173,10.796952,2.947913,-154.851683
5175,11.098297,0.804232,104.718461
5176,6.368011,0.166080,31.975862
5178,13.378711,1.628140,-40.327128
5179,17.783384,0.264280,-25.874878
5181,9.032821,0.445984,25.418155
5182,9.749129,0.528672,-50.041648
5183,14.528183,0.695362,-22.265228
5184,6.277766,1.069642,6.478253
5185,9.049542,0.828070,-34.450944
5186,14.849039,0.441435,-25.148728
5187,8.418120,1.298311,129.444457
5188,4.563097,1.249294,-20.888615
5189,9.406383,1.250318,-46.149454
5131,81.770756,0.173787,585.493143
5170,19.544123,1.466811,-27.855039
5173,11.519932,2.945070,-90.215407
5175,11.582994,0.776223,145.016119
5176,6.685744,0.179108,131.708036
5178,13.999461,1.595319,-41.004393
5179,19.243361,0.191980,-27.279596
5181,9.461971,0.423105,30.370067
5182,10.391724,0.498554,-45.257897
5183,15.204719,0.652692,-23.426192
5184,6.574106,1.060474,7.082299
5185,9.620193,0.809885,-32.704773
5186,15.980514,0.384169,-26.349113
5187,8.865751,1.284339,184.092205
5188,5.023416,1.276113,-17.163404
5189,9.983460,1.355662,-44.936701
5131,81.272732,0.156151,516.013768
5170,20.283865,1.408061,-29.090036
5173,12.365302,2.945576,-65.470810
5175,12.040169,0.752747,183.095218
5176,6.979369,0.184080,-180.046869
5178,14.609939,1.564725,-41.971132
5179,20.836099,0.157589,-28.860615
5181,9.864537,0.406051,34.086545
5182,10.990802,0.478045,-43.493437
5183,15.793369,0.618323,-24.602754
5184,6.853127,1.050108,7.556308
5185,10.129047,0.798492,-32.493528
5186,17.041055,0.350736,-27.605857
5187,9.265910,1.267695,217.373347
5188,5.440138,1.274255,-16.682356
5189,10.631385,1.417995,-43.738752
5131,81.162700,0.145183,549.668828
5170,20.950251,1.366213,-30.315399
5173,13.063300,2.928289,-58.977799
5175,12.483340,0.735445,223.616542
5176,7.294480,0.191907,-62.148342
5178,15.145939,1.539849,-43.504466
5179,22.332475,0.099687,-30.447692
5181,10.274194,0.392720,38.414536
5182,11.620506,0.458473,-42.167691
5183,16.423577,0.594064,-25.811457
5184,7.120851,1.043352,7.993963
5185,10.688716,0.786033,-32.171176
5186,18.128665,0.304306,-28.905568
5187,9.654513,1.255611,245.787647
5188,5.930483,1.292426,-16.016896
5189,11.103303,1.502251,-44.949822
5131,81.086658,0.136184,600.863848
5170,21.687723,1.337745,-31.592023
5173,13.917678,2.919384,-52.915528
5175,12.969681,0.726598,315.158600
5176,7.626591,0.192705,-42.175703
5178,15.749211,1.523280,-44.755377
5179,24.045155,0.070842,-32.229616
5181,10.708623,0.387231,44.029012
5182,12.318757,0.449883,-40.910817
5183,17.093684,0.582766,-27.053566
5184,7.429290,1.041484,8.622600
5185,11.327073,0.788464,-31.713705
5187,10.105456,1.252426,355.107146
5188,6.452093,1.301565,-15.776764
5189,11.614358,1.586989,-45.838738
5131,80.788929,0.121185,578.187027
5157,27.230400,0.171584,29.282157
5170,22.537291,1.313463,-32.912573
5173,14.969333,2.911218,-47.823720
5175,13.481527,0.721568,525.330521
5176,7.955183,0.181753,-36.014487
5178,16.445247,1.507793,-45.586416
5179,25.899569,0.079755,-34.155080
5181,11.152535,0.387659,50.227419
5182,13.039638,0.448878,-40.157140
5183,17.756633,0.579243,-28.296527
5184,7.773158,1.038878,9.408341
5185,11.951560,0.794159,-31.687916
5187,10.600297,1.250657,726.033146
5188,6.931102,1.279870,-16.059433
5189,12.293480,1.639649,-45.425147
5131,80.592815,0.102732,589.710854
5157,27.520255,0.147021,33.508436
5170,23.359753,1.290753,-34.246283
5173,15.980678,2.883935,-45.638129
5175,14.003376,0.717519,1255.533988
5176,8.301005,0.167804,-32.749626
5178,17.123989,1.489254,-46.649883
5179,27.746271,0.082846,-36.122022
5181,11.609806,0.389940,57.579931
5182,13.795679,0.445055,-39.702013
5183,18.453841,0.579225,-29.571637
5184,8.111876,1.032729,10.199517
5185,12.584493,0.791648,-31.869430
5187,11.098624,1.245373,6225.245050
5188,7.455018,1.255081,-16.355046
5189,12.952394,1.682165,-45.609858
5131,80.711122,0.088000,737.074050
5157,27.849663,0.132185,39.659230
5170,24.078369,1.270053,-35.559829
5173,16.833144,2.844608,-45.400769
5175,14.501079,0.711846,7765.801046
5176,8.670065,0.161413,-30.561219
5177,7.534417,0.888717,7.921045
5178,17.702172,1.469486,-48.277768
5179,29.508634,0.042768,-38.057104
5181,12.067715,0.389056,65.694466
5182,14.573300,0.433087,-39.544476
5183,19.169878,0.576351,-30.872170
5184,8.422764,1.026058,10.870280
5185,13.301513,0.786750,-31.949996
5187,11.563522,1.237644,-1863.316468
5188,8.074111,1.254146,-16.557323
5189,13.354117,1.763728,-47.720463
5131,80.616759,0.082189,823.789598
5157,28.212537,0.123386,48.260642
5170,24.946398,1.257210,-36.953563
5173,17.906337,2.848083,-44.745180
5175,15.060234,0.710730,-1162.977999
5176,9.048728,0.157788,-29.654482
5177,7.903220,0.896841,9.860112
5178,18.419881,1.464910,-49.355588
5179,31.687386,0.041682,-40.357059
5181,12.556924,0.389803,76.787559
5183,19.922093,0.575332,-32.204774
5184,8.796679,1.030391,11.898521
5185,14.030689,0.798097,-32.239943
5187,12.147142,1.247749,-501.156301
5188,8.674765,1.257089,-17.033215
5189,13.995810,1.850598,-48.257275
5131,80.593100,0.072524,999.727875
5157,28.548987,0.104201,59.203062
5170,25.771011,1.246993,-38.358463
5173,19.043547,2.832561,-44.562438
5175,15.621882,0.712921,-616.355389
5176,9.432243,0.146767,-29.581499
5177,8.299179,0.902642,12.524164
5178,19.150786,1.457758,-50.547553
5181,13.055594,0.395498,89.907572
5183,20.669398,0.582078,-33.564125
5184,9.194561,1.033453,13.067226
5185,14.840597,0.812478,-32.536730
5187,12.751017,1.256823,-307.832852
5188,9.333726,1.247672,-17.551539
5189,14.510800,1.941765,-49.711069
5131,80.672071,0.052599,1467.120921
5157,28.946486,0.079757,78.229567
5170,26.610053,1.227519,-39.791077
5173,20.364043,2.798479,-44.536682
5175,16.205636,0.710400,-420.849282
5176,9.845698,0.134152,-29.433293
5177,8.744724,0.901066,16.742167
5178,19.900699,1.440300,-51.775886
5181,13.581005,0.398467,109.525103
5183,21.457713,0.584081,-34.953573
5184,9.619771,1.030773,14.499511
5185,15.769537,0.814532,-32.821453
5187,13.409789,1.259977,-217.242216
5188,10.077768,1.236680,-18.105926
5189,14.915519,2.054454,-51.880228
5131,80.218146,0.037201,1247.709094
5157,29.297758,0.060951,104.513411
5170,27.552835,1.200068,-41.387611
5173,21.865736,2.779851,-44.958815
5175,16.819472,0.703841,-360.005093
5176,10.255520,0.124130,-30.871211
5177,9.118184,0.896633,20.146387
5178,20.755900,1.422454,-53.086345
5181,14.117253,0.397588,123.305058
5183,22.232797,0.578046,-36.490644
5184,10.067233,1.027965,15.938402
5185,16.611003,0.818774,-33.618498
5187,14.091452,1.261773,-182.814049
5188,10.753906,1.215023,-19.008082
5189,15.694545,2.136684,-52.319379
5131,80.217478,0.032439,1844.743253
5157,29.680827,0.065083,158.905968
5170,28.364960,1.180389,-42.858081
5173,23.004491,2.774230,-45.962517
5175,17.389490,0.696489,-319.620736
5176,10.674841,0.131258,-31.591219
5177,9.546023,0.909815,26.189362
5178,21.460786,1.412737,-54.665500
5181,14.635553,0.390835,143.937215
5183,22.993208,0.565974,-37.939921
5184,10.455813,1.030636,17.212641
5185,17.523241,0.827660,-34.304946
5187,14.701357,1.266980,-165.594749
5188,11.507977,1.241054,-19.793711
5189,16.064243,2.273047,-54.860404
5131,80.001769,0.038848,2210.545884
5157,30.086358,0.071437,309.606755
5158,2.981796,0.450746,3.862454
5170,29.347770,1.171656,-44.465659
5173,24.671887,2.807232,-46.847683
5175,18.040530,0.696578,-273.671663
5176,11.110649,0.137782,-32.796846
5177,9.978923,0.936314,33.940616
5178,22.367202,1.418415,-55.863707
5181,15.206398,0.389138,175.691785
5183,23.820690,0.561403,-39.481373
5184,10.957429,1.046668,19.306041
5185,18.527900,0.860034,-35.109997
5187,15.466662,1.289942,-142.421843
5188,12.271267,1.266258,-20.713149
5189,16.654698,2.433331,-56.322934
5131,80.393974,0.038508,-5194.989476
5157,30.627605,0.064581,-2718.395945
5158,2.602648,0.492805,4.102595
5170,30.346564,1.172625,-46.145254
5173,26.470349,2.812483,-48.097168
5175,18.781709,0.703635,-225.304582
5176,11.644875,0.137096,-32.864931
5177,10.608545,0.969689,60.693350
5178,23.331566,1.425153,-57.170727
5181,15.870527,0.394728,265.143878
5183,24.808386,0.569956,-41.103566
5184,11.571292,1.066064,22.568949
5185,19.972640,0.902452,-35.837189
5187,16.434296,1.322981,-118.919870
5188,13.392808,1.301133,-21.598556
5189,16.542949,2.683648,-62.726112
5131,80.544668,0.028951,-1628.416820
5157,31.197178,0.048147,-283.482487
5158,1.866403,0.526334,4.549035
5170,31.545309,1.168038,-47.924274
5173,28.670793,2.817762,-49.577918
5175,19.610272,0.710038,-186.448135
5176,12.187724,0.129638,-33.372208
5177,11.204782,0.993235,125.426007
5178,24.488114,1.429451,-58.126435
5181,16.585192,0.401537,533.111426
5183,25.869581,0.578254,-42.764414
5184,12.294630,1.085545,27.447369
5185,21.475456,0.944835,-36.820709
5187,17.600266,1.361718,-100.721283
5188,14.486033,1.314945,-22.641274
5189,16.588350,2.953906,-69.298283
5131,80.653816,0.026997,-996.205568
5157,31.778150,0.038135,-159.347908
5158,1.169556,0.563142,4.988591
5167,12.673557,1.765365,14.814846
5170,32.716977,1.167672,-49.719401
5173,30.891548,2.832218,-51.373614
5175,20.442747,0.718206,-164.669436
5176,12.741057,0.125922,-34.130750
5177,11.802970,1.024947,595.595193
5178,25.638462,1.438771,-59.291211
5181,17.293158,0.408355,2107.686612
5183,26.915802,0.587121,-44.453827
5184,13.025214,1.108556,33.283386
5185,23.039674,0.998470,-38.007480
5187,18.772662,1.403065,-91.013602
5188,15.626201,1.337018,-23.785079
5131,80.572014,0.037546,-787.468520
5157,32.222106,0.038757,-121.776127
5158,0.427624,0.596315,5.461950
5167,13.403468,1.792223,17.553105
5170,33.654043,1.168373,-51.460177
5173,32.587503,2.837480,-53.259307
5174,15.538749,0.733776,15.802013
5175,21.140234,0.723928,-162.277070
5176,13.266213,0.128655,-35.512162
5177,12.373235,1.061479,-424.186297
5178,26.528377,1.445078,-61.110721
5181,17.917506,0.412118,-31642.347802
5183,27.820289,0.592537,-46.169712
5184,13.613062,1.126674,37.626079
5185,24.525783,1.050339,-39.381457
5187,19.662825,1.428599,-89.165911
5188,16.742233,1.365017,-25.053289
5131,80.190181,0.062250,-764.172063
5157,32.651112,0.038411,-101.926830
5158,0.724019,0.598913,5.312290
5167,14.247301,1.834837,21.446151
5170,34.699393,1.183897,-53.273109
5173,34.825488,2.881426,-55.395240
5174,16.160167,0.751443,17.407090
5175,21.902534,0.740358,-157.350580
5176,13.782134,0.127280,-37.295308
5177,12.893170,1.111012,-213.731009
5178,27.614286,1.469411,-62.665185
5181,18.566796,0.424246,-1994.991580
5183,28.747041,0.610403,-47.921594
5184,14.308705,1.159276,44.249694
5185,25.949884,1.124980,-40.838498
5187,20.738864,1.478705,-86.235200
5188,17.768680,1.378938,-26.349303
5131,80.231494,0.088922,-590.305115
5157,33.152953,0.032231,-86.948057
5158,1.294958,0.616830,5.002761
5167,15.067481,1.868521,25.772892
5170,35.605369,1.212159,-55.046172
5173,36.371435,2.895915,-57.387841
5174,16.746233,0.771019,18.979642
5175,22.630637,0.762404,-155.622319
5176,14.348532,0.121752,-38.539931
5177,13.575022,1.168251,-120.708483
5178,28.510329,1.494913,-64.606032
5181,19.242271,0.441980,-896.957044
5183,29.694773,0.638891,-49.687477
5184,14.958829,1.190073,50.924490
5185,27.716806,1.206602,-42.478886
5187,21.725992,1.523785,-85.164330
5188,19.075593,1.399280,-27.764787
5131,79.840262,0.121173,-576.292780
5157,33.519472,0.022005,-79.469737
5158,2.264140,0.602034,4.474972
5167,15.799230,1.896583,29.988375
5170,36.434142,1.243078,-56.786329
5173,37.916245,2.918715,-59.377750
5174,17.276207,0.791605,20.126376
5175,23.272731,0.786359,-160.419147
5176,14.842823,0.110822,-40.662889
5177,14.105797,1.219467,-105.366791
5178,29.328668,1.521439,-66.665298
5181,19.828378,0.462793,-904.615843
5183,30.468321,0.671043,-51.434067
5184,15.535169,1.218070,56.240008
5185,29.224301,1.292579,-44.097561
5187,22.565858,1.563761,-86.019152
5188,20.102144,1.389022,-29.097337
5131,79.179047,0.160173,-645.548370
5157,33.871388,0.012277,-74.370426
5167,16.756141,1.943644,37.412304
5170,37.464633,1.279939,-58.617136
5173,40.128793,2.976024,-61.698255
5174,17.884997,0.818778,21.663783
5175,23.974837,0.815191,-162.847931
5176,15.314741,0.098334,-43.338818
5177,14.539299,1.278924,-104.711470
5178,30.380748,1.559002,-68.410903
5181,20.435042,0.487170,-907.088765
5183,31.249653,0.706801,-53.216932
5184,16.246847,1.258339,65.576461
5185,30.690115,1.406877,-45.739244
5187,23.636139,1.625335,-85.486644
5188,20.994227,1.368073,-30.396678
5131,79.024962,0.195729,-560.873261
5157,34.345832,0.008180,-68.839618
5167,17.551229,1.981019,44.178100
5170,38.459514,1.315906,-60.426184
5173,41.697145,3.011441,-63.760190
5174,18.486122,0.842308,23.463997
5175,24.704598,0.840516,-162.119548
5176,15.864648,0.092517,-44.965307
5177,15.171664,1.339262,-90.239709
5178,31.290099,1.591148,-70.361633
5181,21.094359,0.507274,-698.126189
5183,32.171467,0.738121,-54.995820
5184,16.908449,1.293150,75.493756
5185,32.477629,1.503320,-47.576136
5187,24.667091,1.678140,-85.425337
5188,22.204447,1.377182,-31.833160
5131,78.990716,0.225112,-468.332634
5157,34.950746,0.014637,-63.850919
5167,18.690814,2.036839,58.566159
5170,39.696476,1.337175,-62.367026
5173,43.890989,3.053847,-66.204875
5174,19.240023,0.863582,26.591905
5175,25.587849,0.858241,-155.203697
5176,16.498933,0.097373,-45.886435
5177,15.911609,1.410607,-77.696294
5178,32.483851,1.620261,-71.965067
5181,21.874170,0.518911,-464.926198
5183,33.277929,0.754857,-56.838641
5184,17.821586,1.337325,98.360819
5185,34.718703,1.611896,-49.737524
5187,26.122728,1.746475,-83.524744
5188,23.673773,1.418308,-33.445278
5131,79.058692,0.254202,-385.684854
5154,40.302473,1.690766,49.033760
5157,35.564959,0.031612,-60.178310
5167,19.977577,2.094137,82.919200
5170,40.833538,1.342416,-64.294402
5173,46.059042,3.071202,-68.696148
5174,20.011682,0.879743,30.129238
5175,26.472772,0.866880,-150.221466
5176,17.163951,0.112805,-46.642693
5177,16.752665,1.496160,-68.022232
5178,33.636516,1.637333,-73.727797
5181,22.664927,0.521072,-357.069442
5183,34.337161,0.756868,-58.696224
5184,18.794688,1.380669,135.180979
5185,37.489356,1.744931,-52.313177
5187,27.680354,1.812331,-82.188487
5188,25.404086,1.486743,-35.242146
5131,79.165336,0.273352,-324.843970
5154,42.648179,1.791715,68.274823
5157,36.220313,0.043487,-57.354862
5167,21.450403,2.147505,133.280271
5170,41.983243,1.339547,-66.235002
5173,48.298175,3.070101,-71.263432
5174,20.839379,0.893214,34.583162
5175,27.417183,0.872592,-144.429023
5176,17.844943,0.125516,-47.407855
5177,17.592444,1.580817,-62.511827
5178,34.864186,1.647303,-75.429795
5181,23.493803,0.521820,-288.124689
5183,35.482726,0.756253,-60.555171
5184,19.884354,1.422709,212.136329
5185,40.669731,1.889213,-55.281935
5187,29.407103,1.877970,-81.182399
5188,27.273639,1.551179,-37.173001
5131,78.396869,0.283699,-344.852763
5154,43.687925,1.855194,78.378876
5157,36.621800,0.049296,-56.189800
5167,22.706946,2.177357,210.061806
5170,43.031272,1.319082,-68.227925
5173,50.627520,3.048558,-73.968504
5174,21.547399,0.895883,37.434468
5175,28.204090,0.867522,-147.250232
5176,18.372313,0.132685,-50.168458
5177,18.053046,1.622146,-65.260940
5178,35.976942,1.638833,-77.484938
5181,24.157394,0.516670,-300.354099
5183,36.311745,0.743698,-62.520771
5184,20.762938,1.441212,293.611643
5185,42.768204,1.982840,-57.624091
5187,30.710303,1.904701,-82.212296
5188,28.392426,1.564000,-38.721738
5131,77.688000,0.295905,-361.917745
5154,45.186436,1.925740,97.243780
5157,37.012876,0.050222,-55.352299
5167,24.037942,2.203603,412.172091
5170,43.951242,1.300907,-70.208736
5173,52.793794,3.014916,-76.607245
5174,22.255663,0.899844,40.320683
5175,28.961794,0.864594,-151.375182
5176,18.915997,0.136625,-52.925887
5177,18.543126,1.671649,-67.533702
5178,37.020321,1.629829,-79.670133
5181,24.815445,0.514346,-315.734946
